student_id,gender,age,year_of_study,attendance_rate,num_absences,assignments_avg,midterm_score,final_score,project_participation,lab_hours_per_week,infra_usage_hours_month,supervisor_assigned,scholarship,socioeconomic_status,extracurricular_count,lab_access,classroom_allocated,promotion_size,overall_grade,ratio_presence_note,participation_projets_ponderee,moyenne_filiere,gender_encoded,scholarship_encoded,lab_access_encoded,supervisor_assigned_encoded,filiere_Electrique,filiere_Energetique,filiere_GenieCivil,filiere_Informatique,filiere_Mecanique,filiere_Telecom
ENSPD002234,Female,21.0,5,0.8149300155520994,12.0,0.7149220489977729,0.40299999999999997,0.15,1.0,3.4,21.9,No,No,Middle,3.0,Yes,Salle 26,67.0,0.2513888888888889,0.5479597607931794,0.1762,0.9860656366780134,0,0,1,0,False,False,False,False,True,False
ENSPD002732,Male,22.0,5,0.6920684292379472,20.0,0.32962138084632514,0.616,0.48600000000000004,1.0,1.4,10.3,Yes,Yes,Low,0.0,Yes,Salle 21,80.0,0.2680555555555556,0.4678281812864583,0.16040000000000001,0.900740336465212,1,1,1,1,True,False,False,False,False,False
ENSPD000051,Female,18.0,2,0.3188180404354588,44.0,0.6982182628062361,0.628,0.73,1.0,3.0,13.6,No,No,Middle,0.0,Yes,Salle 18,119.0,0.6055555555555555,0.12734684305990354,0.11240000000000001,1.0,0,0,1,0,False,False,False,False,False,False
ENSPD004706,Male,22.0,3,0.5769828926905131,27.0,0.977728285077951,0.6970000000000001,0.36600000000000005,1.0,0.6,3.5,No,No,Middle,0.0,Yes,Salle 3,130.0,0.5722222222222223,0.22148014669806818,0.1456,1.0,1,0,1,0,False,False,False,False,False,False
ENSPD003051,Male,24.0,2,0.9393468118195955,4.0,0.6191536748329621,0.537,0.73,0.0,0.4,5.1,Yes,Yes,Middle,0.0,Yes,Salle 17,119.0,0.5902777777777778,0.32966490363316625,0.0,1.0,1,1,1,1,False,False,False,False,False,False
ENSPD004603,Female,22.0,5,0.2986003110419906,45.0,0.7783964365256124,0.386,0.72,1.0,0.2,11.2,Yes,No,High,2.0,Yes,Salle 19,109.0,0.5055555555555555,0.1533364753159829,0.1098,0.5818364233587374,0,0,1,1,False,False,False,True,False,False
ENSPD004227,Male,20.0,4,0.671850699844479,21.0,0.8730512249443206,0.41000000000000003,0.6409999999999999,0.0,0.2,3.5,Yes,No,Low,2.0,Yes,Salle 5,230.0,0.4722222222222222,0.3025307859429859,0.0,0.5818364233587374,1,0,1,1,False,False,False,True,False,False
ENSPD000385,Female,21.0,5,0.5707620528771385,28.0,0.40423162583518935,0.601,0.063,1.0,0.0,11.5,Yes,No,Middle,1.0,Yes,Salle 30,40.0,0.09166666666666667,0.6444505280220685,0.1448,0.0,0,0,1,1,False,True,False,False,False,False
ENSPD004558,Female,24.0,2,0.7356143079315708,17.0,0.6158129175946548,0.616,0.919,0.0,3.6,17.1,Yes,No,Middle,1.0,Yes,Salle 7,231.0,0.7041666666666668,0.2191048540304736,0.0,0.9860656366780134,0,0,1,1,False,False,False,False,True,False
ENSPD000210,Male,24.0,3,0.7744945567651632,14.0,0.6692650334075724,0.511,0.773,1.0,4.4,21.9,Yes,No,Middle,1.0,Yes,Salle 14,263.0,0.6375,0.2562863458323664,0.171,0.5818364233587374,1,0,1,1,False,False,False,True,False,False
ENSPD003104,Male,21.0,2,0.5847589424572316,27.0,0.6759465478841872,0.976,0.6659999999999999,1.0,0.4,0.0,No,No,Middle,1.0,Yes,Salle 5,119.0,0.7583333333333333,0.16017985066372684,0.1466,1.0,1,0,1,0,False,False,False,False,False,False
ENSPD002967,Female,20.0,4,0.6283048211508552,24.0,0.7260579064587974,0.74,0.519,0.0,0.7,9.3,No,No,Low,0.0,No,Salle 15,93.0,0.5499999999999999,0.24796633200755244,0.0,1.0,0,0,0,0,False,False,False,False,False,False
ENSPD004185,Male,24.0,3,0.7076205287713843,19.0,0.5979955456570156,0.616,0.635,1.0,1.4,3.0,No,No,Middle,1.0,Yes,Salle 2,130.0,0.475,0.31401218146401344,0.16240000000000002,1.0,1,0,1,0,False,False,False,False,False,False
ENSPD001074,Male,21.0,5,0.6423017107309487,23.0,0.6893095768374164,0.616,0.493,0.0,0.1,1.7,Yes,No,Middle,1.0,Yes,Salle 14,67.0,0.4388888888888889,0.3109110588963052,0.0,0.9860656366780134,1,0,1,1,False,False,False,False,True,False
ENSPD003960,Male,20.0,4,0.9206842923794712,5.0,0.5144766146993318,0.616,0.635,1.0,1.4,11.2,No,Yes,Middle,1.0,Yes,Salle 3,121.0,0.4305555555555556,0.42350379592220766,0.18980000000000002,0.7508690441401171,1,1,1,0,False,False,False,False,False,True
ENSPD003532,Female,25.0,3,0.8786936236391912,8.0,0.3017817371937639,0.892,0.635,5.0,2.9,16.6,Yes,No,Middle,0.0,No,Salle 28,263.0,0.6402777777777777,0.28660193614650953,0.922,0.5818364233587374,0,0,0,1,False,False,False,True,False,False
ENSPD003606,Male,20.0,2,0.9455676516329704,4.0,0.1870824053452116,0.8170000000000001,1.0,1.0,1.6,14.7,Yes,No,Middle,1.0,Yes,Salle 12,177.0,0.7152777777777779,0.2740298850701046,0.193,0.6476742668343078,1,0,1,1,False,False,True,False,False,False
ENSPD000992,Female,24.0,3,0.5754276827371695,27.0,0.6213808463251671,0.451,0.6659999999999999,1.0,0.5,9.7,No,Yes,Middle,1.0,No,Salle 19,212.0,0.5152777777777777,0.24596559944622556,0.1454,0.9860656366780134,0,1,0,0,False,False,False,False,True,False
ENSPD004210,Male,21.0,3,0.30326594090202175,45.0,0.5601336302895323,0.775,0.657,0.0,1.4,12.8,No,No,Middle,2.0,Yes,Salle 1,188.0,0.5027777777777778,0.1559906691787288,0.0,0.900740336465212,1,0,1,0,True,False,False,False,False,False
ENSPD000886,Male,24.0,2,0.6065318818040436,25.0,0.7182628062360802,0.551,0.023,1.0,0.5,5.0,Yes,No,Low,2.0,Yes,Salle 7,185.0,0.15416666666666662,0.5625039751537165,0.1494,0.900740336465212,1,0,1,1,True,False,False,False,False,False
ENSPD004720,Female,19.0,3,0.5987558320373251,26.0,1.0,0.414,0.5910000000000001,2.0,3.1,22.6,Yes,Yes,Low,1.0,No,Salle 7,154.0,0.6402777777777777,0.20203349461993933,0.2968,0.7508690441401171,0,1,0,1,False,False,False,False,False,True
ENSPD001100,Male,19.0,1,0.9999999999999999,0.0,0.6937639198218263,0.7709999999999999,0.635,0.0,0.7,10.0,No,No,Low,0.0,Yes,Salle 25,149.0,0.8138888888888889,0.25145354538750975,0.0,0.6476742668343078,1,0,1,0,False,False,True,False,False,False
ENSPD000302,Male,23.0,4,0.8180404354587868,12.0,0.6091314031180401,0.792,0.47700000000000004,1.0,2.0,15.6,No,No,Low,1.0,No,Salle 25,230.0,0.475,0.3542853222300919,0.1766,0.5818364233587374,1,0,0,0,False,False,False,True,False,False
ENSPD002719,Female,24.0,3,0.6329704510108866,24.0,0.5957683741648108,0.745,0.665,1.0,0.1,3.3,No,No,High,1.0,Yes,Salle 13,263.0,0.6194444444444444,0.22031092063404714,0.15280000000000002,0.5818364233587374,0,0,1,0,False,False,False,True,False,False
ENSPD004359,Male,25.0,2,0.9999999999999999,0.0,0.4242761692650334,1.0,0.937,4.0,4.2,9.5,No,No,Low,0.0,Yes,Salle 22,161.0,0.8805555555555555,0.22939184116033853,0.8,0.7508690441401171,1,0,1,0,False,False,False,False,False,True
ENSPD003396,Other,19.0,4,0.8631415241057544,9.0,0.579064587973274,0.805,0.755,0.0,0.2,2.5,Yes,Yes,Middle,2.0,Yes,Salle 20,121.0,0.7375,0.24259359328702038,0.0,0.7508690441401171,2,1,1,1,False,False,False,False,False,True
ENSPD002258,Male,21.0,2,0.906687402799378,6.0,0.6915367483296213,0.643,0.102,1.0,1.7,10.6,Yes,No,High,3.0,Yes,Salle 26,185.0,0.30972222222222223,0.5260679082620475,0.188,0.900740336465212,1,0,1,1,True,False,False,False,False,False
ENSPD003936,Male,23.0,5,0.9051321928460342,6.0,0.6113585746102449,0.583,0.7540000000000001,2.0,1.1,9.3,No,No,Middle,1.0,Yes,Salle 6,109.0,0.5972222222222222,0.3152477538158497,0.37560000000000004,0.5818364233587374,1,0,1,0,False,False,False,True,False,False
ENSPD003969,Female,23.0,4,0.9720062208398134,2.0,0.4064587973273942,0.872,0.621,1.0,1.4,9.6,Yes,Yes,Low,2.0,Yes,Salle 17,178.0,0.5791666666666667,0.34607058681848013,0.19640000000000002,0.9860656366780134,0,1,1,1,False,False,False,False,True,False
ENSPD000604,Male,23.0,5,0.5972006220839813,26.0,0.5334075723830736,0.888,0.413,1.0,0.1,4.6,No,No,Middle,0.0,No,Salle 20,60.0,0.525,0.24893354249990038,0.1482,0.7508690441401171,1,0,0,0,False,False,False,False,False,True
ENSPD002270,Male,22.0,2,0.6111975116640745,25.0,0.6581291759465479,0.793,0.903,0.0,1.4,24.1,No,No,Middle,1.0,Yes,Salle 1,177.0,0.7305555555555554,0.17557579928785264,0.0,0.6476742668343078,1,0,1,0,False,False,True,False,False,False
ENSPD000019,Male,21.0,1,0.9035769828926904,6.0,0.3218262806236081,0.268,0.29100000000000004,0.0,1.1,6.1,Yes,Yes,Middle,1.0,No,Salle 17,186.0,0.22222222222222232,0.632510266899669,0.0,0.9860656366780134,1,1,0,1,False,False,False,False,True,False
ENSPD003567,Male,20.0,3,0.8413685847589424,10.0,0.2639198218262806,1.0,0.761,1.0,11.5,48.2,No,No,Middle,1.0,Yes,Salle 7,104.0,0.6152777777777778,0.28657687716372626,0.1796,0.0,1,0,1,0,False,True,False,False,False,False
ENSPD001328,Female,23.0,5,0.80248833592535,13.0,0.6057906458797326,0.42200000000000004,0.54,0.0,0.3,3.1,Yes,No,Middle,1.0,Yes,Salle 28,60.0,0.4111111111111111,0.3917545469776017,0.0,0.7508690441401171,0,0,1,1,False,False,False,False,False,True
ENSPD004947,Female,22.0,5,0.9999999999999999,0.0,0.45657015590200445,0.731,0.46,0.0,0.5,8.9,Yes,No,Middle,3.0,Yes,Salle 17,80.0,0.41527777777777775,0.4665845753848248,0.0,0.900740336465212,0,0,1,1,True,False,False,False,False,False
ENSPD004333,Male,20.0,4,0.6298600311041992,24.0,0.8396436525612472,0.703,1.0,1.0,0.6,6.1,No,No,Middle,0.0,No,Salle 22,93.0,0.9152777777777776,0.13187301872684878,0.1524,1.0,1,0,0,0,False,False,False,False,False,False
ENSPD001651,Male,20.0,1,0.24883359253499227,48.0,0.8006681514476615,0.473,0.799,2.0,1.2,14.6,Yes,No,Middle,1.0,No,Salle 25,121.0,0.5416666666666667,0.12404939219403924,0.2068,0.7508690441401171,1,0,0,1,False,False,False,False,False,True
ENSPD004596,Female,25.0,4,0.8149300155520994,12.0,0.2783964365256125,0.748,0.7320000000000001,3.0,2.0,11.5,Yes,No,High,3.0,Yes,Salle 14,157.0,0.5166666666666666,0.3283299801849334,0.5286,0.900740336465212,0,0,1,1,True,False,False,False,False,False
ENSPD004593,Male,25.0,3,0.9999999999999999,0.0,0.44543429844098004,0.28300000000000003,0.569,0.0,2.5,11.5,Yes,No,Low,0.0,Yes,Salle 29,154.0,0.33611111111111114,0.5403191092262555,0.0,0.7508690441401171,1,0,1,1,False,False,False,False,False,True
ENSPD003635,Male,18.0,4,0.900466562986003,6.0,0.32516703786191536,0.381,0.507,3.0,0.4,0.0,Yes,Yes,Middle,2.0,Yes,Salle 1,121.0,0.28055555555555556,0.5556143912863494,0.5615999999999999,0.7508690441401171,1,1,1,1,False,False,False,False,False,True
ENSPD003869,Female,23.0,1,0.5800933125972006,27.0,0.5478841870824054,0.9740000000000001,0.392,2.0,6.0,30.4,No,No,Low,2.0,No,Salle 18,83.0,0.5444444444444444,0.23432038232378785,0.292,0.0,0,0,0,0,False,True,False,False,False,False
ENSPD004208,Male,21.0,3,0.9362363919129083,4.0,0.7694877505567929,0.601,0.711,0.0,2.2,10.7,Yes,No,High,3.0,Yes,Salle 18,185.0,0.6541666666666666,0.29757631969062315,0.0,0.6476742668343078,1,0,1,1,False,False,True,False,False,False
ENSPD004055,Female,23.0,3,0.9999999999999999,0.0,0.7360801781737194,0.86,0.47000000000000003,3.0,1.4,12.5,No,Yes,Middle,2.0,No,Salle 15,154.0,0.65,0.31855001472772504,0.6,0.7508690441401171,0,1,0,0,False,False,False,False,False,True
ENSPD004366,Female,26.0,2,0.8491446345256609,10.0,1.0,0.893,0.807,2.0,2.7,13.9,Yes,No,Low,0.0,Yes,Salle 1,298.0,0.9083333333333332,0.1852592793746283,0.3612,0.5818364233587374,0,0,1,1,False,False,False,True,False,False
ENSPD000332,Female,20.0,5,0.6127527216174183,25.0,0.7115812917594654,0.7140000000000001,0.6809999999999999,1.0,3.4,20.9,No,Yes,Middle,0.0,Yes,Salle 12,109.0,0.6055555555555555,0.21946694207859394,0.1502,0.5818364233587374,0,1,1,0,False,False,False,True,False,False
ENSPD001150,Female,21.0,2,0.7884914463452567,14.0,0.1982182628062361,0.616,0.893,2.0,0.6,5.6,Yes,No,Middle,1.0,Yes,Salle 29,185.0,0.5319444444444444,0.3108357137020732,0.3456,0.900740336465212,0,0,1,1,True,False,False,False,False,False
ENSPD000322,Female,21.0,3,0.3919129082426127,39.0,0.6726057906458797,0.5710000000000001,0.342,1.0,4.1,22.8,No,No,Middle,0.0,No,Salle 26,130.0,0.3125,0.2873040706703607,0.1218,1.0,0,0,0,0,False,False,False,False,False,False
ENSPD000791,Male,20.0,2,0.9813374805598755,1.0,0.5,0.885,0.561,0.0,4.1,22.0,No,No,Low,1.0,Yes,Salle 13,231.0,0.5402777777777777,0.37142911303060877,0.0,0.9860656366780134,1,0,1,0,False,False,False,False,True,False
ENSPD002046,Female,22.0,2,0.7045101088646967,19.0,0.7416481069042317,0.401,0.303,0.0,2.6,17.3,No,No,High,0.0,Yes,Salle 19,161.0,0.34305555555555556,0.4040011804383824,0.0,0.7508690441401171,0,0,1,0,False,False,False,False,False,True
ENSPD001796,Male,25.0,5,0.5116640746500777,31.0,0.7271714922048997,0.5760000000000001,0.512,1.0,1.7,13.7,Yes,No,Low,1.0,Yes,Salle 5,70.0,0.5625,0.20405735031099312,0.1372,0.6476742668343078,1,0,1,1,False,False,True,False,False,False
ENSPD004809,Male,24.0,5,0.9035769828926904,6.0,0.7973273942093541,0.7000000000000001,0.713,1.0,2.6,13.6,Yes,Yes,Middle,0.0,Yes,Salle 1,48.0,0.7694444444444444,0.24197577153730535,0.1876,1.0,1,1,1,1,False,False,False,False,False,False
ENSPD002649,Male,22.0,3,0.6205287713841366,24.0,0.6124721603563474,0.663,0.604,1.0,1.0,5.0,No,No,Middle,0.0,Yes,Salle 16,263.0,0.5666666666666667,0.23802499654453532,0.1512,0.5818364233587374,1,0,1,0,False,False,False,True,False,False
ENSPD003622,Male,24.0,4,0.6640746500777605,22.0,0.6948775055679287,0.795,0.522,0.0,3.6,22.7,No,No,Middle,0.0,Yes,Salle 26,178.0,0.5458333333333333,0.2618417934943842,0.0,0.9860656366780134,1,0,1,0,False,False,False,False,True,False
ENSPD002930,Male,23.0,2,0.7869362363919129,14.0,1.0,0.263,1.0,1.0,0.8,9.8,Yes,No,Middle,1.0,No,Salle 1,161.0,0.6736111111111112,0.24531044305412023,0.1726,0.7508690441401171,1,0,0,1,False,False,False,False,False,True
ENSPD003442,Male,20.0,2,0.4774494556765164,34.0,0.6069042316258353,0.559,0.725,1.0,0.1,6.2,Yes,No,Middle,2.0,Yes,Salle 14,177.0,0.5569444444444444,0.1949571732773522,0.1328,0.6476742668343078,1,0,1,1,False,False,True,False,False,False
ENSPD001017,Male,22.0,1,0.6982892690513217,19.0,0.5812917594654788,0.616,0.7020000000000001,2.0,0.3,7.8,Yes,No,Middle,1.0,Yes,Salle 21,96.0,0.5611111111111111,0.2660404528102256,0.32239999999999996,1.0,1,0,1,1,False,False,False,False,False,False
ENSPD003417,Male,20.0,4,0.7293934681181958,17.0,0.6247216035634744,0.6990000000000001,0.665,1.0,2.0,11.7,No,No,Middle,1.0,No,Salle 9,121.0,0.6069444444444445,0.25542074486287447,0.16519999999999999,0.7508690441401171,1,0,0,0,False,False,False,False,False,True
ENSPD003338,Female,24.0,3,0.7278382581648523,18.0,0.8663697104677061,0.34700000000000003,0.501,1.0,1.1,15.2,Yes,No,Middle,2.0,Yes,Salle 26,104.0,0.39722222222222214,0.3719766731198617,0.165,0.0,0,0,1,1,False,True,False,False,False,False
ENSPD004825,Male,24.0,2,0.6594090202177293,22.0,0.7204899777282852,0.557,0.8420000000000001,2.0,2.4,13.0,Yes,Yes,High,0.0,Yes,Salle 7,119.0,0.6708333333333333,0.20906641018235825,0.3124,1.0,1,1,1,1,False,False,False,False,False,False
ENSPD002814,Male,17.0,3,0.6174183514774495,25.0,0.7750556792873051,0.543,0.528,1.0,2.8,20.1,Yes,No,Low,1.0,Yes,Salle 29,212.0,0.5666666666666667,0.23700753249457737,0.15080000000000002,0.9860656366780134,1,0,1,1,False,False,False,False,True,False
ENSPD000183,Female,23.0,2,0.7807153965785382,14.0,0.7538975501113586,0.616,0.635,1.0,0.1,3.0,Yes,No,Middle,3.0,No,Salle 27,177.0,0.33611111111111114,0.4434668404034715,0.1718,0.6476742668343078,0,0,0,1,False,False,True,False,False,False
ENSPD003794,Female,19.0,3,0.547433903576983,29.0,0.5857461024498887,0.6920000000000001,0.9520000000000001,3.0,3.3,23.7,No,No,Low,1.0,Yes,Salle 4,154.0,0.6583333333333332,0.18039560694422088,0.42540000000000006,0.7508690441401171,0,0,1,0,False,False,False,False,False,True
ENSPD002348,Male,21.0,5,0.7993779160186624,13.0,0.7561247216035635,0.812,0.43700000000000006,1.0,2.6,19.3,Yes,No,Middle,4.0,Yes,Salle 8,60.0,0.5333333333333333,0.3137930309167565,0.1742,0.7508690441401171,1,0,1,1,False,False,False,False,False,True
ENSPD002958,Female,19.0,2,0.8911353032659409,7.0,0.44543429844098004,0.616,1.0,0.0,1.2,11.5,Yes,Yes,High,1.0,No,Salle 20,185.0,0.6972222222222222,0.265953977113463,0.0,0.900740336465212,0,1,0,1,True,False,False,False,False,False
ENSPD004903,Male,23.0,2,0.9999999999999999,0.0,0.7616926503340756,0.542,0.41100000000000003,0.0,0.1,0.0,Yes,Yes,Middle,1.0,Yes,Salle 26,298.0,0.49722222222222223,0.40526848680494076,0.0,0.5818364233587374,1,1,1,1,False,False,False,True,False,False
ENSPD004143,Male,19.0,5,0.16640746500777592,54.0,0.8307349665924276,0.249,0.716,1.0,1.7,20.4,Yes,No,Low,0.0,No,Salle 7,60.0,0.4847222222222223,0.1134460636994509,0.0928,0.7508690441401171,1,0,0,1,False,False,False,False,False,True
ENSPD001930,Male,22.0,1,0.5972006220839813,26.0,0.6113585746102449,0.5650000000000001,0.542,1.0,0.8,5.4,Yes,No,Middle,1.0,Yes,Salle 25,149.0,0.35416666666666674,0.34882618049167313,0.1482,0.6476742668343078,1,0,1,1,False,False,True,False,False,False
ENSPD003881,Male,21.0,3,0.7231726283048211,0.0,0.7538975501113586,0.364,0.599,1.0,0.6,6.8,No,No,Low,1.0,Yes,Salle 22,185.0,0.5277777777777778,0.290733621261263,0.16440000000000002,0.6476742668343078,1,0,1,0,False,False,True,False,False,False
ENSPD000310,Male,22.0,3,0.7247278382581649,18.0,0.4966592427616926,0.569,0.9059999999999999,3.0,1.4,11.5,No,Yes,Low,1.0,Yes,Salle 22,154.0,0.5930555555555557,0.26003865911121127,0.49379999999999996,0.7508690441401171,1,1,1,0,False,False,False,False,False,True
ENSPD002356,Male,20.0,5,0.8304821150855365,11.0,0.7093541202672606,0.922,0.359,2.0,0.5,4.0,Yes,Yes,Low,1.0,Yes,Salle 29,60.0,0.6013888888888889,0.28966321216881097,0.3564,0.7508690441401171,1,1,1,1,False,False,False,False,False,True
ENSPD001479,Female,22.0,5,0.28149300155520984,46.0,0.3151447661469933,0.584,0.5810000000000001,0.0,0.0,0.1,Yes,No,Low,0.0,Yes,Salle 19,80.0,0.3222222222222222,0.23093781078784606,0.0,0.900740336465212,0,0,1,1,True,False,False,False,False,False
ENSPD000026,Female,18.0,1,0.6360808709175737,23.0,0.6024498886414253,0.43200000000000005,0.7070000000000001,1.0,2.2,11.3,Yes,Yes,Middle,1.0,Yes,Salle 26,248.0,0.45138888888888895,0.30118082465296814,0.1532,0.5818364233587374,0,1,1,1,False,False,False,True,False,False
ENSPD001385,Female,21.0,4,0.6656298600311042,22.0,0.5957683741648108,0.551,0.8109999999999999,0.0,2.0,9.9,Yes,No,Middle,0.0,Yes,Salle 4,230.0,0.5708333333333333,0.25091498462740003,0.0,0.5818364233587374,0,0,1,1,False,False,False,True,False,False
ENSPD000614,Male,21.0,2,0.671850699844479,21.0,0.3184855233853007,0.562,0.49700000000000005,0.0,0.5,5.7,Yes,No,Middle,1.0,Yes,Salle 21,298.0,0.3402777777777778,0.3919755974364102,0.0,0.5818364233587374,1,0,1,1,False,False,False,True,False,False
ENSPD002744,Male,22.0,1,0.6656298600311042,22.0,0.4265033407572383,0.38200000000000006,0.793,0.0,2.4,16.4,Yes,No,Middle,0.0,Yes,Salle 22,121.0,0.4277777777777778,0.3267327744641052,0.0,0.7508690441401171,1,0,1,1,False,False,False,False,False,True
ENSPD003954,Male,21.0,2,0.8055987558320373,12.0,0.6826280623608018,0.552,0.793,1.0,2.8,9.6,Yes,No,Middle,0.0,Yes,Salle 18,177.0,0.6722222222222222,0.2513145615168284,0.17500000000000002,0.6476742668343078,1,0,1,1,False,False,True,False,False,False
ENSPD003502,Female,24.0,3,0.7978227060653188,13.0,0.5601336302895323,0.669,0.38799999999999996,0.0,0.1,0.4,Yes,Yes,Low,1.0,Yes,Salle 8,212.0,0.41527777777777775,0.38687364672065105,0.0,0.9860656366780134,0,1,1,1,False,False,False,False,True,False
ENSPD000349,Male,23.0,3,0.7231726283048211,13.0,0.6358574610244989,0.336,0.904,2.0,0.3,12.1,Yes,No,Middle,1.0,No,Salle 23,212.0,0.5402777777777777,0.2843957956789359,0.32880000000000004,0.9860656366780134,1,0,0,1,False,False,False,False,True,False
ENSPD003141,Male,20.0,4,0.5972006220839813,26.0,0.601336302895323,0.627,0.902,1.0,0.9,6.8,No,No,Low,0.0,Yes,Salle 15,178.0,0.6611111111111111,0.19418782174326507,0.1482,0.9860656366780134,1,0,1,0,False,False,False,False,True,False
ENSPD004487,Male,18.0,3,0.8538102643856921,9.0,0.7939866369710468,0.312,0.742,1.0,0.1,0.0,Yes,No,Middle,1.0,Yes,Salle 6,154.0,0.5583333333333333,0.31869673538853416,0.1812,0.7508690441401171,1,0,1,1,False,False,False,False,False,True
ENSPD004785,Male,28.0,3,0.8771384136858474,8.0,0.489977728285078,0.312,0.34700000000000003,1.0,1.4,9.0,Yes,Yes,Low,0.0,Yes,Salle 4,185.0,0.22499999999999998,0.6145072799484108,0.1842,0.6476742668343078,1,1,1,1,False,False,True,False,False,False
ENSPD004095,Male,19.0,4,0.28304821150855364,46.0,0.6915367483296213,1.0,0.619,0.0,4.9,28.2,Yes,No,Low,0.0,Yes,Salle 9,230.0,0.7194444444444443,0.08741319013834672,0.0,0.5818364233587374,1,0,1,1,False,False,False,True,False,False
ENSPD002509,Female,21.0,4,0.8273716951788491,11.0,0.6837416481069042,0.705,1.0,3.0,1.7,14.5,No,Yes,Low,1.0,Yes,Salle 22,178.0,0.7625,0.22403585339037566,0.5334000000000001,0.9860656366780134,0,1,1,0,False,False,False,False,True,False
ENSPD002895,Male,24.0,4,0.4447900466562985,36.0,0.7917594654788419,0.549,0.736,0.0,2.2,17.7,Yes,No,Low,1.0,Yes,Salle 26,230.0,0.5930555555555557,0.17110705130909223,0.0,0.5818364233587374,1,0,1,1,False,False,False,True,False,False
ENSPD004822,Male,23.0,3,0.9999999999999999,0.0,0.7416481069042317,0.604,0.62,1.0,0.0,0.0,Yes,No,Low,1.0,No,Salle 27,104.0,0.5847222222222221,0.3520277158278685,0.2,0.0,1,0,0,1,False,True,False,False,False,False
ENSPD003797,Male,22.0,1,0.3297045101088646,43.0,0.8808463251670379,0.981,0.635,1.0,4.3,27.0,No,No,Middle,0.0,Yes,Salle 6,248.0,0.6597222222222222,0.11546015844619292,0.1138,0.5818364233587374,1,0,1,0,False,False,False,True,False,False
ENSPD001140,Female,22.0,2,0.6314152410575428,24.0,0.6948775055679287,0.6990000000000001,0.578,0.0,1.7,9.1,Yes,No,Middle,2.0,Yes,Salle 11,119.0,0.5888888888888888,0.2321187432587087,0.0,1.0,0,0,1,1,False,False,False,False,False,False
ENSPD002931,Female,19.0,2,0.822706065318818,11.0,0.3429844097995546,0.6459999999999999,0.517,1.0,2.0,17.0,Yes,No,Low,3.0,Yes,Salle 24,177.0,0.37777777777777777,0.42578746518692245,0.1772,0.6476742668343078,0,0,1,1,False,False,True,False,False,False
ENSPD000496,Male,21.0,1,0.7760497667185068,14.0,0.7104677060133631,0.47200000000000003,1.0,1.0,3.8,18.8,No,No,Middle,0.0,Yes,Salle 18,186.0,0.6430555555555555,0.2544361842369536,0.1712,0.9860656366780134,1,0,1,0,False,False,False,False,True,False
ENSPD001890,Other,22.0,1,0.6562986003110421,22.0,0.5701559020044543,0.466,0.26,0.0,1.7,7.2,Yes,Yes,Middle,1.0,No,Salle 4,248.0,0.2236111111111111,0.4988012280675125,0.0,0.5818364233587374,2,1,0,1,False,False,False,True,False,False
ENSPD000525,Female,24.0,4,0.975116640746501,2.0,0.5467706013363028,0.35700000000000004,0.51,1.0,4.2,22.2,No,No,High,1.0,Yes,Salle 9,121.0,0.31527777777777777,0.5514171811084436,0.1968,0.7508690441401171,0,0,1,0,False,False,False,False,False,True
ENSPD002936,Male,21.0,1,0.4479004665629859,36.0,0.5857461024498887,0.5810000000000001,0.635,1.0,5.6,21.2,Yes,No,High,0.0,Yes,Salle 28,83.0,0.37916666666666665,0.2692742215801801,0.129,0.0,1,0,1,1,False,True,False,False,False,False
ENSPD004659,Male,21.0,5,0.7760497667185068,14.0,0.6113585746102449,0.715,0.833,2.0,0.7,9.0,No,Yes,Middle,1.0,Yes,Salle 13,80.0,0.6680555555555555,0.2443124454403142,0.3424,0.900740336465212,1,1,1,0,True,False,False,False,False,False
ENSPD001741,Female,20.0,4,0.8615863141524104,9.0,0.38641425389755013,0.742,0.635,1.0,4.2,17.2,Yes,No,High,4.0,Yes,Salle 15,230.0,0.5972222222222222,0.3014766391104692,0.1822,0.5818364233587374,0,0,1,1,False,False,False,True,False,False
ENSPD004042,Male,26.0,5,0.458786936236392,35.0,0.8630289532293988,0.165,0.774,1.0,1.4,4.4,No,No,Low,0.0,Yes,Salle 15,109.0,0.5097222222222222,0.20782040888726086,0.13040000000000002,0.5818364233587374,1,0,1,0,False,False,False,True,False,False
ENSPD002173,Male,22.0,3,0.6547433903576981,22.0,0.4610244988864143,0.524,0.9440000000000001,0.0,5.7,24.1,No,No,Middle,1.0,Yes,Salle 19,130.0,0.6097222222222222,0.23093156137739743,0.0,1.0,1,0,1,0,False,False,False,False,False,False
ENSPD000666,Male,23.0,2,0.8880248833592533,7.0,0.9788418708240534,0.568,0.804,1.0,0.4,6.3,Yes,No,Low,0.0,Yes,Salle 20,298.0,0.7847222222222223,0.2325278937851651,0.1856,0.5818364233587374,1,0,1,1,False,False,False,True,False,False
ENSPD000006,Male,23.0,1,0.7247278382581649,18.0,0.3028953229398664,0.6779999999999999,0.721,2.0,4.5,26.9,Yes,No,Middle,1.0,Yes,Salle 27,248.0,0.5027777777777778,0.304533567065439,0.3292,0.5818364233587374,1,0,1,1,False,False,False,True,False,False
ENSPD004965,Male,23.0,4,0.9999999999999999,0.0,0.9053452115812917,0.663,0.8590000000000001,2.0,5.3,29.6,No,No,Middle,0.0,Yes,Salle 9,70.0,0.8666666666666665,0.23378399316475926,0.4,0.0,1,0,1,0,False,True,False,False,False,False
