student_id,gender,age,filiere,year_of_study,attendance_rate,num_absences,assignments_avg,midterm_score,final_score,project_participation,lab_hours_per_week,infra_usage_hours_month,supervisor_assigned,scholarship,socioeconomic_status,extracurricular_count,lab_access,classroom_allocated,promotion_size,overall_grade,passed
ENSPD000899,Male,20.0,Informatique,1,57.0,43.0,45.0,61.1,100.0,0.0,0.7,6.5,Yes,No,Low,0.0,Yes,Salle 12,248.0,73.5,1.0
ENSPD000900,Male,22.0,Informatique,3,72.5,28.0,73.5,36.5,89.8,1.0,1.4,6.0,No,No,High,2.0,Yes,Salle 13,263.0,63.4,1.0
ENSPD000901,Male,23.0,Informatique,5,94.6,5.0,69.0,70.7,67.5,4.0,0.8,5.4,Yes,No,High,0.0,No,Salle 4,109.0,67.0,1.0
ENSPD000902,Male,22.0,GenieCivil,3,81.3,19.0,69.9,46.6,70.1,1.0,4.5,18.6,Yes,No,Low,1.0,Yes,Salle 6,185.0,67.5,1.0
ENSPD000903,Male,24.0,Chimie,5,96.0,4.0,74.4,72.1,50.2,1.0,4.8,11.5,No,No,Low,0.0,Yes,Salle 9,48.0,64.9,1.0
ENSPD000904,Female,23.0,GenieCivil,1,74.6,25.0,71.8,77.9,56.9,1.0,0.0,2.3,Yes,No,Middle,2.0,No,Salle 5,149.0,63.3,1.0
ENSPD000905,Male,18.0,Mecanique,3,90.5,10.0,65.4,80.4,67.0,0.0,0.8,17.8,Yes,No,Middle,0.0,Yes,Salle 14,212.0,70.4,1.0
ENSPD000906,Female,21.0,Informatique,4,73.4,27.0,100.0,59.1,67.0,1.0,1.0,15.4,No,No,Middle,3.0,Yes,Salle 2,230.0,70.0,1.0
ENSPD000907,Female,21.0,Electrique,3,70.4,30.0,45.7,54.6,84.2,1.0,8.1,36.3,Yes,Yes,Middle,1.0,Yes,Salle 18,188.0,60.4,1.0
ENSPD000908,Male,23.0,Mecanique,1,80.7,19.0,56.2,50.7,83.2,2.0,1.4,26.6,No,No,Low,0.0,Yes,Salle 16,186.0,63.0,1.0
ENSPD000909,Male,17.0,Electrique,3,74.0,26.0,79.5,49.0,74.4,3.0,2.0,11.5,No,No,Middle,3.0,Yes,Salle 9,188.0,66.2,1.0
ENSPD000910,Male,27.0,Energetique,3,63.5,36.0,65.1,61.7,44.0,2.0,1.4,11.4,Yes,No,Low,2.0,Yes,Salle 30,104.0,55.3,1.0
ENSPD000911,Female,23.0,Informatique,4,79.8,20.0,76.4,58.2,44.8,1.0,0.4,15.0,Yes,No,Middle,0.0,Yes,Salle 21,230.0,60.2,1.0
ENSPD000912,Male,22.0,Informatique,4,83.3,17.0,67.5,47.1,46.2,0.0,1.1,1.5,Yes,Yes,Middle,0.0,No,Salle 24,230.0,52.8,1.0
ENSPD000913,Female,24.0,GenieCivil,4,97.2,3.0,85.6,41.4,68.7,1.0,6.4,35.9,Yes,No,Low,1.0,Yes,Salle 21,173.0,63.5,1.0
ENSPD000914,Male,27.0,Energetique,3,93.2,7.0,49.9,60.0,23.5,1.0,0.2,4.6,Yes,No,Middle,0.0,Yes,Salle 2,104.0,46.2,0.0
ENSPD000915,Male,24.0,Chimie,1,96.6,3.0,85.1,54.2,63.9,0.0,3.1,14.1,Yes,No,Middle,1.0,Yes,Salle 20,96.0,70.5,1.0
ENSPD000916,Male,24.0,Telecom,2,90.6,9.0,82.6,41.5,92.2,1.0,0.4,11.1,No,No,Low,1.0,Yes,Salle 4,161.0,70.6,1.0
ENSPD000917,Male,22.0,Mecanique,4,86.0,14.0,46.8,77.0,63.5,1.0,1.4,10.9,Yes,No,Middle,3.0,Yes,Salle 7,178.0,67.4,1.0
ENSPD000918,Female,22.0,Energetique,5,67.3,33.0,74.5,93.9,57.0,1.0,2.9,22.1,Yes,No,Middle,1.0,Yes,Salle 15,40.0,69.6,1.0
ENSPD000919,Female,21.0,Informatique,1,83.8,16.0,64.4,79.3,50.0,2.0,2.4,18.4,No,No,Low,0.0,Yes,Salle 5,248.0,60.4,1.0
ENSPD000920,Male,20.0,Informatique,3,89.2,11.0,55.9,49.0,80.1,3.0,3.0,18.3,No,No,Middle,2.0,No,Salle 9,263.0,63.8,1.0
ENSPD000921,Female,21.0,Telecom,2,99.5,0.0,36.7,61.6,70.1,1.0,3.4,25.1,No,No,Middle,1.0,No,Salle 1,161.0,63.0,1.0
ENSPD000922,Male,19.0,Telecom,2,90.2,10.0,49.8,89.7,59.1,0.0,0.7,7.2,No,Yes,Low,1.0,No,Salle 16,161.0,64.9,1.0
ENSPD000923,Female,22.0,Informatique,3,96.9,3.0,75.6,40.9,52.2,1.0,0.9,4.2,Yes,No,Low,1.0,Yes,Salle 23,263.0,52.7,1.0
ENSPD000924,Female,19.0,Informatique,3,69.6,30.0,77.2,76.1,65.5,1.0,3.4,26.3,No,No,Middle,0.0,Yes,Salle 24,263.0,67.4,1.0
ENSPD000925,Male,22.0,Informatique,1,78.1,22.0,61.8,35.9,57.9,1.0,1.4,4.5,Yes,Yes,Middle,0.0,Yes,Salle 14,248.0,47.7,0.0
ENSPD000926,Male,22.0,Informatique,4,87.2,13.0,77.3,92.3,79.7,0.0,1.4,11.3,No,No,Middle,2.0,Yes,Salle 24,230.0,80.7,1.0
ENSPD000927,Male,22.0,Informatique,4,95.9,4.0,79.2,54.3,88.8,0.0,5.1,23.2,Yes,No,Middle,2.0,No,Salle 10,230.0,77.5,1.0
ENSPD000928,Male,21.0,Energetique,5,80.3,20.0,67.3,100.0,36.7,1.0,4.3,22.6,Yes,No,Middle,1.0,Yes,Salle 7,40.0,60.1,1.0
ENSPD000929,Female,28.0,Electrique,1,81.0,19.0,54.2,93.1,39.5,1.0,3.3,19.5,No,No,Low,2.0,Yes,Salle 16,143.0,54.3,1.0
ENSPD000930,Male,25.0,Chimie,3,82.2,10.0,71.6,60.1,91.0,1.0,0.0,0.6,Yes,No,Low,1.0,No,Salle 11,130.0,68.6,1.0
ENSPD000931,Male,20.0,Chimie,2,68.5,32.0,72.3,49.1,67.3,1.0,4.4,18.2,Yes,Yes,Low,2.0,Yes,Salle 30,119.0,56.2,1.0
ENSPD000932,Female,22.0,GenieCivil,2,100.0,0.0,75.1,65.5,41.4,1.0,4.9,21.1,No,Yes,Middle,1.0,No,Salle 8,177.0,63.3,1.0
ENSPD000933,Other,21.0,Chimie,3,71.5,28.0,78.0,61.6,83.7,2.0,2.2,11.5,Yes,No,Middle,0.0,No,Salle 1,130.0,76.1,1.0
ENSPD000934,Male,20.0,Electrique,4,59.0,41.0,65.1,54.8,70.8,0.0,0.7,9.5,Yes,No,Middle,1.0,Yes,Salle 7,157.0,53.5,1.0
ENSPD000935,Male,19.0,Mecanique,1,82.1,18.0,57.4,32.2,63.5,0.0,1.3,15.4,Yes,No,Middle,0.0,Yes,Salle 6,186.0,68.8,1.0
ENSPD000936,Male,23.0,Electrique,5,100.0,0.0,65.1,52.7,59.3,0.0,2.9,26.4,No,No,Middle,0.0,Yes,Salle 11,80.0,50.7,1.0
ENSPD000937,Male,21.0,GenieCivil,4,89.0,11.0,76.2,42.0,86.2,1.0,3.4,19.3,Yes,No,High,1.0,No,Salle 28,173.0,67.4,1.0
ENSPD000938,Female,24.0,Telecom,4,91.0,9.0,61.8,71.9,35.0,1.0,0.8,6.4,Yes,Yes,Low,2.0,Yes,Salle 18,121.0,59.6,1.0
ENSPD000939,Male,24.0,Energetique,4,82.5,18.0,71.5,79.8,91.9,1.0,0.8,0.0,Yes,No,Middle,1.0,Yes,Salle 20,70.0,79.5,1.0
ENSPD000940,Male,25.0,GenieCivil,2,80.2,20.0,42.9,75.3,82.9,2.0,2.7,16.8,Yes,No,Low,1.0,Yes,Salle 8,177.0,69.0,1.0
ENSPD000941,Male,20.0,Chimie,4,82.2,36.0,86.0,68.2,96.1,1.0,2.3,13.5,Yes,No,Low,1.0,Yes,Salle 16,93.0,79.1,1.0
ENSPD000942,Male,23.0,Informatique,2,54.9,45.0,65.1,46.6,86.2,0.0,1.4,9.2,No,Yes,Middle,2.0,Yes,Salle 17,298.0,53.0,1.0
ENSPD000943,Female,23.0,Chimie,4,84.4,16.0,76.6,65.7,62.0,1.0,1.4,6.8,Yes,No,Middle,2.0,Yes,Salle 28,93.0,65.7,1.0
ENSPD000944,Female,21.0,Mecanique,1,97.8,2.0,66.8,61.6,40.6,1.0,2.1,10.9,Yes,No,High,1.0,Yes,Salle 21,186.0,59.3,1.0
ENSPD000945,Male,20.0,Informatique,2,86.1,14.0,62.2,51.4,52.0,0.0,0.1,6.7,Yes,Yes,Low,0.0,Yes,Salle 4,298.0,50.2,1.0
ENSPD000946,Male,25.0,Mecanique,3,82.2,10.0,65.1,64.1,28.8,1.0,0.2,8.4,No,No,Middle,1.0,Yes,Salle 15,212.0,48.0,0.0
ENSPD000947,Male,22.0,Electrique,2,100.0,0.0,55.4,59.4,45.6,2.0,1.7,11.7,No,No,Middle,3.0,Yes,Salle 27,185.0,50.5,1.0
ENSPD000948,Female,23.0,Informatique,2,85.9,14.0,84.4,91.9,72.5,1.0,0.5,10.1,Yes,No,Middle,1.0,Yes,Salle 3,298.0,83.9,1.0
ENSPD000949,Female,20.0,Telecom,3,80.5,20.0,65.2,77.3,63.0,1.0,3.0,22.1,Yes,No,Middle,0.0,No,Salle 28,154.0,63.9,1.0
ENSPD000950,Female,20.0,Informatique,4,82.2,28.0,46.0,61.6,59.5,0.0,3.0,16.6,No,Yes,Middle,1.0,Yes,Salle 1,230.0,56.1,1.0
ENSPD000951,Female,21.0,Energetique,3,100.0,0.0,59.2,31.1,48.1,0.0,2.5,19.9,No,No,Middle,1.0,Yes,Salle 16,104.0,45.3,0.0
ENSPD000952,Female,22.0,Electrique,2,88.3,12.0,66.9,65.1,28.6,3.0,4.7,20.0,Yes,No,High,1.0,Yes,Salle 27,185.0,49.7,0.0
ENSPD000953,Male,20.0,Mecanique,2,70.7,29.0,78.5,59.2,67.6,0.0,0.3,7.4,Yes,Yes,Middle,2.0,Yes,Salle 6,231.0,61.4,1.0
ENSPD000954,Female,22.0,Mecanique,2,67.9,32.0,55.9,59.1,71.6,2.0,0.6,5.9,No,No,Middle,3.0,Yes,Salle 18,231.0,59.9,1.0
ENSPD000955,Male,19.0,Chimie,3,97.0,3.0,56.9,33.9,44.2,1.0,0.6,9.4,Yes,Yes,Low,4.0,Yes,Salle 5,130.0,49.3,0.0
ENSPD000956,Male,20.0,Electrique,4,69.6,30.0,65.4,42.4,53.3,0.0,3.1,8.8,Yes,No,Low,1.0,Yes,Salle 25,157.0,51.1,1.0
ENSPD000957,Male,23.0,Electrique,1,100.0,0.0,78.1,60.8,94.8,1.0,1.5,15.7,Yes,No,High,1.0,No,Salle 10,143.0,83.0,1.0
ENSPD000958,Male,23.0,Mecanique,2,48.9,51.0,65.1,82.1,87.2,1.0,0.6,7.2,No,No,Middle,1.0,Yes,Salle 17,231.0,61.6,1.0
ENSPD000959,Male,21.0,GenieCivil,2,99.1,1.0,72.6,51.4,34.3,0.0,0.3,7.9,No,No,Middle,2.0,Yes,Salle 23,177.0,44.2,0.0
ENSPD000960,Female,20.0,Energetique,2,87.8,12.0,58.0,54.8,62.3,2.0,4.5,19.9,Yes,No,Middle,2.0,Yes,Salle 19,71.0,61.0,1.0
ENSPD000961,Male,20.0,Informatique,2,83.4,17.0,60.1,94.1,93.1,1.0,2.4,21.3,Yes,No,High,0.0,Yes,Salle 17,298.0,81.2,1.0
ENSPD000962,Female,21.0,GenieCivil,4,79.9,20.0,95.0,56.7,59.7,0.0,1.5,12.4,Yes,No,Middle,1.0,Yes,Salle 23,173.0,67.9,1.0
ENSPD000963,Male,23.0,Mecanique,2,100.0,0.0,62.1,59.7,58.6,2.0,6.7,30.3,Yes,No,Middle,2.0,No,Salle 10,231.0,59.9,1.0
ENSPD000964,Male,24.0,Chimie,3,90.5,10.0,76.3,59.9,85.9,1.0,3.8,11.8,Yes,No,Low,1.0,Yes,Salle 7,130.0,76.5,1.0
ENSPD000965,Male,21.0,Chimie,3,71.2,29.0,75.8,37.8,83.7,2.0,0.4,5.2,Yes,No,Middle,1.0,Yes,Salle 30,130.0,61.7,1.0
ENSPD000966,Male,20.0,Mecanique,2,61.4,39.0,47.3,72.3,82.7,2.0,1.4,1.3,Yes,No,Low,0.0,No,Salle 6,231.0,65.5,1.0
ENSPD000967,Female,23.0,Informatique,4,84.1,16.0,37.3,50.2,58.8,2.0,1.3,10.7,Yes,No,Middle,1.0,Yes,Salle 9,230.0,50.4,1.0
ENSPD000968,Male,20.0,Informatique,3,82.0,18.0,77.3,61.5,77.3,0.0,3.7,22.2,No,Yes,Middle,1.0,Yes,Salle 30,263.0,68.7,1.0
ENSPD000969,Male,21.0,GenieCivil,2,63.8,36.0,48.7,70.0,93.9,1.0,0.3,9.0,No,No,Low,1.0,Yes,Salle 11,177.0,67.6,1.0
ENSPD000970,Male,25.0,GenieCivil,4,81.3,19.0,40.0,97.0,63.0,1.0,1.2,6.4,Yes,No,Low,1.0,Yes,Salle 12,173.0,60.5,1.0
ENSPD000971,Female,24.0,Energetique,2,75.1,25.0,80.4,38.3,55.9,1.0,2.0,10.5,No,No,Low,1.0,Yes,Salle 18,71.0,52.9,1.0
ENSPD000972,Female,22.0,GenieCivil,4,82.1,18.0,49.7,77.6,88.6,0.0,1.4,11.5,Yes,No,Middle,1.0,Yes,Salle 6,173.0,65.5,1.0
ENSPD000973,Female,19.0,Mecanique,3,90.7,9.0,53.4,77.6,100.0,1.0,4.6,21.2,Yes,Yes,Low,0.0,Yes,Salle 12,212.0,80.3,1.0
ENSPD000974,Male,22.0,Telecom,3,82.2,0.0,94.6,50.5,100.0,1.0,1.5,4.4,Yes,Yes,Low,0.0,Yes,Salle 11,154.0,75.8,1.0
ENSPD000975,Male,24.0,GenieCivil,4,92.9,7.0,40.1,72.8,56.5,0.0,1.9,10.1,Yes,Yes,Middle,1.0,Yes,Salle 16,173.0,51.3,1.0
ENSPD000976,Male,21.0,Electrique,4,73.3,27.0,46.2,91.6,58.5,1.0,3.8,21.8,No,No,High,2.0,No,Salle 2,157.0,62.7,1.0
ENSPD000977,Female,25.0,Informatique,3,86.4,14.0,58.1,48.2,43.4,2.0,2.7,14.0,Yes,Yes,Low,0.0,No,Salle 28,263.0,47.3,0.0
ENSPD000978,Male,25.0,Mecanique,4,82.8,17.0,61.4,66.3,66.4,4.0,4.2,11.5,Yes,No,Low,1.0,Yes,Salle 18,178.0,62.1,1.0
ENSPD000979,Male,25.0,Energetique,2,66.0,34.0,51.6,69.3,42.5,1.0,4.5,20.9,Yes,Yes,Middle,2.0,No,Salle 23,71.0,52.2,1.0
ENSPD000980,Female,22.0,Electrique,3,86.8,13.0,47.6,61.6,53.5,2.0,3.6,28.8,Yes,No,High,1.0,Yes,Salle 13,188.0,61.7,1.0
ENSPD000981,Male,23.0,Mecanique,1,100.0,0.0,87.6,75.8,78.0,1.0,0.0,5.5,Yes,No,Middle,1.0,Yes,Salle 12,186.0,80.6,1.0
ENSPD000982,Female,25.0,Electrique,1,82.4,18.0,68.9,65.0,71.8,1.0,0.7,8.7,Yes,No,Middle,1.0,No,Salle 20,143.0,67.7,1.0
ENSPD000983,Male,23.0,Telecom,4,62.9,37.0,73.8,71.2,27.8,0.0,1.0,6.7,Yes,No,Middle,1.0,Yes,Salle 24,121.0,51.9,1.0
ENSPD000984,Male,21.0,Mecanique,1,82.4,18.0,62.9,45.6,95.4,2.0,2.3,16.1,Yes,No,Middle,1.0,Yes,Salle 13,186.0,67.4,1.0
ENSPD000985,Female,21.0,GenieCivil,1,67.4,33.0,69.3,65.0,42.3,1.0,0.7,8.2,Yes,No,High,2.0,Yes,Salle 27,149.0,54.8,1.0
ENSPD000986,Male,22.0,Energetique,4,92.4,8.0,79.0,53.4,44.8,1.0,0.8,1.2,No,No,Middle,0.0,No,Salle 15,70.0,61.5,1.0
ENSPD000987,Female,19.0,Informatique,1,88.3,12.0,50.1,39.9,39.2,0.0,1.0,11.5,Yes,No,Middle,0.0,No,Salle 21,248.0,42.0,0.0
ENSPD000988,Male,22.0,Chimie,2,79.9,20.0,69.0,52.8,63.5,2.0,6.2,29.4,No,No,Middle,0.0,Yes,Salle 7,119.0,52.6,1.0
ENSPD000989,Male,24.0,Electrique,3,78.0,22.0,75.4,66.9,46.1,0.0,1.1,11.5,Yes,No,Low,2.0,No,Salle 2,188.0,62.1,1.0
ENSPD000990,Female,22.0,Electrique,3,79.5,18.0,88.2,69.8,46.6,3.0,1.4,11.5,Yes,No,Middle,1.0,Yes,Salle 10,188.0,69.8,1.0
ENSPD000991,Female,25.0,Mecanique,4,82.1,18.0,94.2,39.2,63.5,0.0,0.0,6.8,Yes,Yes,Low,0.0,Yes,Salle 18,178.0,41.8,0.0
ENSPD000992,Female,24.0,Mecanique,3,72.7,27.0,66.0,45.1,66.6,1.0,0.5,9.7,No,Yes,Middle,1.0,No,Salle 19,212.0,60.3,1.0
ENSPD000993,Male,21.0,Electrique,3,65.3,35.0,65.1,75.0,68.6,1.0,5.6,21.5,Yes,No,High,0.0,Yes,Salle 5,188.0,67.5,1.0
ENSPD000994,Female,23.0,Informatique,4,95.7,4.0,24.9,71.1,100.0,1.0,6.2,31.9,No,No,Low,2.0,Yes,Salle 24,230.0,72.1,1.0
ENSPD000995,Male,22.0,GenieCivil,3,77.4,23.0,88.3,78.0,73.7,1.0,1.5,11.5,No,No,Low,0.0,Yes,Salle 16,185.0,76.4,1.0
ENSPD000996,Male,24.0,Informatique,3,84.0,16.0,54.1,86.6,54.1,3.0,1.4,9.3,Yes,No,Middle,2.0,Yes,Salle 9,263.0,67.8,1.0
ENSPD000997,Female,24.0,Informatique,4,85.4,15.0,61.4,71.7,40.0,0.0,3.2,24.5,Yes,No,Middle,0.0,No,Salle 12,230.0,54.7,1.0
ENSPD000998,Male,19.0,Energetique,2,85.9,14.0,71.6,54.5,62.1,1.0,0.1,11.5,Yes,Yes,Low,1.0,Yes,Salle 24,71.0,65.9,1.0
ENSPD000999,Female,23.0,GenieCivil,2,67.9,32.0,65.1,64.1,73.0,0.0,0.9,9.5,Yes,No,Middle,2.0,No,Salle 29,177.0,62.4,1.0
ENSPD001000,Male,22.0,Energetique,1,61.9,38.0,67.9,61.6,53.9,0.0,2.1,8.4,Yes,No,High,1.0,Yes,Salle 18,83.0,61.2,1.0
ENSPD001001,Male,22.0,Informatique,3,74.9,25.0,88.8,100.0,65.2,0.0,4.6,19.0,No,No,High,1.0,No,Salle 26,263.0,79.9,1.0
ENSPD001002,Male,21.0,Electrique,1,86.7,13.0,59.2,70.3,100.0,4.0,2.6,19.6,No,No,Low,0.0,Yes,Salle 13,143.0,81.9,1.0
ENSPD001003,Female,25.0,Informatique,3,73.3,27.0,48.7,71.6,56.3,1.0,0.9,7.2,No,No,Low,1.0,Yes,Salle 3,263.0,55.9,1.0
ENSPD001004,Female,24.0,Chimie,4,77.7,22.0,92.2,75.1,26.3,3.0,4.8,30.0,Yes,No,Middle,1.0,Yes,Salle 20,93.0,64.7,1.0
ENSPD001005,Female,21.0,Chimie,3,82.2,0.0,72.9,62.4,63.5,2.0,2.2,12.2,Yes,No,Low,0.0,Yes,Salle 3,130.0,74.0,1.0
ENSPD001006,Female,19.0,Informatique,2,59.9,40.0,93.8,82.9,70.3,1.0,3.5,17.2,Yes,No,Low,2.0,Yes,Salle 30,298.0,83.6,1.0
ENSPD001007,Female,21.0,Telecom,4,72.9,27.0,78.0,80.1,29.8,3.0,1.0,6.0,Yes,No,Middle,1.0,Yes,Salle 3,121.0,56.7,1.0
ENSPD001008,Female,23.0,Informatique,2,100.0,0.0,45.1,68.4,63.5,1.0,0.0,3.0,Yes,Yes,Middle,0.0,Yes,Salle 15,298.0,66.0,1.0
ENSPD001009,Male,22.0,Electrique,4,81.5,18.0,74.7,56.3,44.0,0.0,0.4,9.1,Yes,No,Middle,1.0,Yes,Salle 18,157.0,58.3,1.0
ENSPD001010,Male,25.0,Energetique,3,73.5,26.0,50.2,34.6,72.8,0.0,5.2,26.1,Yes,No,Middle,0.0,Yes,Salle 3,104.0,51.4,1.0
ENSPD001011,Male,24.0,Telecom,1,96.0,4.0,65.1,75.2,100.0,4.0,0.1,4.2,No,No,Middle,3.0,Yes,Salle 28,121.0,84.0,1.0
ENSPD001012,Other,24.0,Energetique,4,82.7,17.0,63.9,65.8,60.5,2.0,1.4,15.0,Yes,No,Middle,1.0,No,Salle 10,70.0,61.5,1.0
ENSPD001013,Female,23.0,Mecanique,1,77.8,22.0,40.7,61.6,85.7,0.0,1.1,11.6,Yes,No,Low,1.0,Yes,Salle 11,186.0,62.8,1.0
ENSPD001014,Male,19.0,Informatique,5,84.3,16.0,52.8,41.7,39.4,0.0,1.1,8.3,No,No,Middle,1.0,Yes,Salle 8,109.0,44.2,0.0
ENSPD001015,Female,22.0,Informatique,1,74.1,26.0,98.1,73.9,33.6,1.0,1.0,15.1,Yes,No,Middle,1.0,Yes,Salle 8,248.0,59.9,1.0
ENSPD001016,Female,24.0,GenieCivil,2,69.8,30.0,68.6,33.2,100.0,1.0,1.4,0.0,Yes,No,Low,2.0,No,Salle 10,177.0,67.0,1.0
ENSPD001017,Male,22.0,Chimie,1,80.6,19.0,62.4,61.6,70.2,2.0,0.3,7.8,Yes,No,Middle,1.0,Yes,Salle 21,96.0,63.6,1.0
ENSPD001018,Male,23.0,Informatique,1,69.9,30.0,65.1,77.2,76.7,2.0,0.1,4.9,No,No,Middle,0.0,Yes,Salle 28,248.0,76.7,1.0
ENSPD001019,Female,21.0,Electrique,4,82.1,18.0,59.1,71.9,87.0,0.0,0.1,7.4,Yes,Yes,High,0.0,Yes,Salle 25,157.0,69.9,1.0
ENSPD001020,Male,20.0,Mecanique,3,82.2,14.0,63.6,55.0,53.4,0.0,1.4,6.2,Yes,No,Middle,1.0,Yes,Salle 1,212.0,52.5,1.0
ENSPD001021,Female,22.0,Mecanique,4,92.2,8.0,79.9,39.5,80.5,1.0,2.4,15.7,No,No,Middle,1.0,Yes,Salle 17,178.0,65.9,1.0
ENSPD001022,Male,23.0,Electrique,2,95.5,4.0,59.0,72.6,77.5,2.0,0.2,0.0,No,No,Low,2.0,No,Salle 13,185.0,74.8,1.0
ENSPD001023,Female,21.0,GenieCivil,2,77.1,23.0,53.8,83.6,38.1,2.0,0.6,8.3,No,Yes,High,1.0,Yes,Salle 7,177.0,52.8,1.0
ENSPD001024,Female,22.0,Telecom,3,88.0,12.0,31.2,51.7,63.5,2.0,2.1,11.5,Yes,No,High,1.0,Yes,Salle 19,154.0,64.4,1.0
ENSPD001025,Female,20.0,Informatique,2,87.9,12.0,51.0,71.1,90.1,0.0,0.2,3.4,Yes,Yes,Middle,0.0,Yes,Salle 14,298.0,75.1,1.0
ENSPD001026,Male,24.0,Chimie,3,85.9,14.0,50.8,90.5,38.3,1.0,4.8,28.2,No,No,High,2.0,No,Salle 7,130.0,56.8,1.0
ENSPD001027,Female,21.0,Informatique,3,76.2,24.0,67.4,68.1,68.0,0.0,1.3,8.8,Yes,No,Middle,2.0,Yes,Salle 21,263.0,69.3,1.0
ENSPD001028,Female,25.0,Informatique,1,69.7,30.0,55.8,54.9,59.4,1.0,6.6,29.0,Yes,No,Middle,0.0,Yes,Salle 17,248.0,50.3,1.0
ENSPD001029,Male,25.0,Electrique,4,88.0,12.0,97.4,80.7,92.4,1.0,0.4,4.3,No,No,Low,1.0,No,Salle 15,157.0,84.8,1.0
ENSPD001030,Female,22.0,Telecom,4,61.5,38.0,49.1,48.7,35.8,2.0,0.1,1.3,Yes,Yes,Low,2.0,Yes,Salle 27,121.0,45.1,0.0
ENSPD001031,Male,20.0,Mecanique,3,78.8,21.0,86.0,38.6,100.0,3.0,1.8,12.5,Yes,No,Middle,3.0,No,Salle 5,212.0,75.5,1.0
ENSPD001032,Female,18.0,Mecanique,1,51.4,49.0,68.3,76.6,60.5,1.0,0.8,5.7,Yes,No,Low,2.0,Yes,Salle 11,186.0,67.8,1.0
ENSPD001033,Male,19.0,GenieCivil,2,66.0,34.0,77.1,54.7,78.8,2.0,1.7,9.6,Yes,Yes,High,1.0,No,Salle 1,177.0,62.4,1.0
ENSPD001034,Male,19.0,Informatique,2,71.5,28.0,76.2,56.3,91.7,1.0,1.3,7.5,Yes,No,Middle,2.0,Yes,Salle 12,298.0,77.5,1.0
ENSPD001035,Male,25.0,Telecom,2,95.2,5.0,31.7,50.7,60.1,1.0,1.2,11.1,No,Yes,Middle,1.0,No,Salle 16,161.0,49.2,0.0
ENSPD001036,Female,22.0,Chimie,2,90.3,10.0,64.8,53.5,61.7,1.0,3.8,15.1,Yes,No,Low,1.0,Yes,Salle 1,119.0,57.6,1.0
ENSPD001037,Male,23.0,Informatique,4,75.4,25.0,61.1,87.3,53.9,0.0,0.4,9.0,Yes,No,Middle,1.0,Yes,Salle 22,230.0,67.0,1.0
ENSPD001038,Female,18.0,GenieCivil,3,90.8,9.0,48.0,91.9,46.3,0.0,1.4,12.6,No,No,Low,1.0,No,Salle 17,185.0,54.8,1.0
ENSPD001039,Male,20.0,Chimie,3,92.7,7.0,71.9,94.3,69.4,2.0,1.1,11.4,No,No,High,0.0,No,Salle 26,130.0,72.9,1.0
ENSPD001040,Male,24.0,Mecanique,2,80.1,20.0,90.7,81.6,61.3,1.0,2.2,9.9,Yes,Yes,Middle,1.0,Yes,Salle 26,231.0,75.8,1.0
ENSPD001041,Male,23.0,Electrique,5,65.4,35.0,24.9,70.4,53.8,1.0,0.1,6.4,Yes,No,Low,4.0,Yes,Salle 15,80.0,40.5,0.0
ENSPD001042,Female,22.0,Informatique,1,79.5,20.0,57.0,36.2,55.0,0.0,1.5,16.2,No,No,Middle,3.0,Yes,Salle 22,248.0,49.3,0.0
ENSPD001043,Male,23.0,Electrique,4,80.8,19.0,46.3,58.6,63.5,3.0,1.3,5.4,Yes,No,Low,1.0,No,Salle 19,157.0,64.6,1.0
ENSPD001044,Female,25.0,Informatique,5,82.2,33.0,65.1,100.0,48.0,1.0,7.3,34.9,Yes,No,Low,0.0,No,Salle 23,109.0,67.5,1.0
ENSPD001045,Female,22.0,Telecom,4,86.4,14.0,60.1,54.2,63.5,1.0,2.8,11.5,Yes,No,Low,2.0,Yes,Salle 2,121.0,56.4,1.0
ENSPD001046,Female,22.0,Mecanique,5,85.4,15.0,55.9,89.3,82.0,2.0,0.3,5.1,Yes,No,High,0.0,Yes,Salle 16,67.0,74.9,1.0
ENSPD001047,Male,22.0,Mecanique,3,87.3,13.0,75.3,63.0,68.9,2.0,1.4,10.5,Yes,No,Middle,1.0,No,Salle 7,212.0,63.6,1.0
ENSPD001048,Male,27.0,Telecom,1,85.3,15.0,89.5,13.8,43.0,0.0,3.1,14.9,Yes,No,Middle,2.0,Yes,Salle 21,121.0,42.4,0.0
ENSPD001049,Female,18.0,Informatique,1,90.8,9.0,100.0,73.5,63.5,3.0,1.5,8.0,Yes,No,Low,1.0,No,Salle 13,248.0,76.2,1.0
ENSPD001050,Male,23.0,Mecanique,2,79.8,20.0,53.9,84.8,72.7,1.0,0.9,11.5,No,No,Middle,3.0,Yes,Salle 1,231.0,64.4,1.0
ENSPD001051,Female,22.0,Mecanique,1,84.4,16.0,37.7,61.1,83.8,0.0,0.9,4.6,Yes,No,Middle,2.0,Yes,Salle 23,186.0,59.0,1.0
ENSPD001052,Male,23.0,Mecanique,3,77.2,23.0,73.4,61.6,48.9,1.0,0.9,10.7,Yes,No,Middle,1.0,Yes,Salle 30,212.0,60.7,1.0
ENSPD001053,Female,21.0,Telecom,2,75.0,25.0,89.2,32.0,52.8,1.0,0.0,12.0,No,No,Middle,2.0,Yes,Salle 26,161.0,58.8,1.0
