student_id,gender,age,filiere,year_of_study,attendance_rate,num_absences,assignments_avg,midterm_score,final_score,project_participation,lab_hours_per_week,infra_usage_hours_month,supervisor_assigned,scholarship,socioeconomic_status,extracurricular_count,lab_access,classroom_allocated,promotion_size,overall_grade,passed,ratio_presence_note,moyenne_examens,engagement_academique
ENSPD000880,Male,22.0,Chimie,4,0.7682737169517885,15.0,0.4031180400890869,0.6900000000000001,0.409,0.0,5.1,25.5,Yes,No,Middle,1.0,Yes,Salle 5,93.0,0.37083333333333335,0.0,2.071693483191793,0.5495,5.1
ENSPD000881,Male,20.0,Informatique,2,0.4976671850699844,32.0,0.6113585746102449,0.599,0.614,0.0,0.6,7.8,No,No,Middle,3.0,Yes,Salle 13,298.0,0.4375,1.0,1.1374989944686622,0.6065,0.6
ENSPD000882,Female,22.0,Chimie,2,0.9051321928460342,6.0,0.3363028953229399,0.755,0.6659999999999999,1.0,10.2,45.3,No,No,Middle,0.0,Yes,Salle 29,119.0,0.47916666666666674,1.0,1.8889321117041746,0.7104999999999999,11.2
ENSPD000883,Male,22.0,Informatique,1,0.7916018662519438,13.0,0.13474387527839643,0.71,0.746,3.0,0.6,8.9,No,No,High,1.0,No,Salle 22,248.0,0.4652777777777778,1.0,1.7013166991676583,0.728,3.6
ENSPD000884,Male,22.0,Informatique,3,0.8258164852255053,11.0,0.43207126948775054,0.505,0.34500000000000003,0.0,1.4,4.3,Yes,Yes,Middle,2.0,Yes,Salle 26,263.0,0.35138888888888886,0.0,2.350082801447405,0.42500000000000004,1.4
ENSPD000885,Female,22.0,Telecom,3,0.9999999999999999,0.0,0.5077951002227171,0.532,0.549,2.0,6.6,36.4,Yes,No,Middle,0.0,Yes,Salle 3,154.0,0.4916666666666667,1.0,2.0338569385029452,0.5405,8.6
ENSPD000886,Male,24.0,Electrique,2,0.6065318818040436,25.0,0.7182628062360802,0.551,0.023,1.0,0.5,5.0,Yes,No,Low,2.0,Yes,Salle 7,185.0,0.15416666666666662,0.0,3.9340056761985847,0.28700000000000003,1.5
ENSPD000887,Female,24.0,Mecanique,4,0.6967340590979781,20.0,0.6213808463251671,0.9590000000000001,0.40399999999999997,1.0,1.8,16.1,No,No,Low,0.0,No,Salle 10,178.0,0.5819444444444444,1.0,1.1972312708481962,0.6815,2.8
ENSPD000888,Male,20.0,Mecanique,4,0.7807153965785382,14.0,0.6258351893095769,0.7440000000000001,0.783,1.0,7.1,36.4,Yes,Yes,Middle,0.0,Yes,Salle 5,178.0,0.623611111111111,1.0,1.2519066187280463,0.7635000000000001,8.1
ENSPD000889,Male,24.0,Electrique,4,0.5458786936236392,29.0,0.4409799554565701,0.961,0.8320000000000001,0.0,0.1,0.0,No,Yes,Middle,2.0,Yes,Salle 23,157.0,0.7583333333333333,1.0,0.7198305432767558,0.8965000000000001,0.1
ENSPD000890,Male,20.0,GenieCivil,1,0.6842923794712287,20.0,0.5211581291759466,0.7709999999999999,0.41200000000000003,1.0,0.6,1.4,No,No,Middle,0.0,Yes,Salle 20,149.0,0.3916666666666666,1.0,1.7470848730787183,0.5914999999999999,1.6
ENSPD000891,Female,23.0,Energetique,3,0.8118195956454123,12.0,0.455456570155902,0.616,0.5750000000000001,3.0,1.9,5.7,Yes,Yes,Low,1.0,No,Salle 2,104.0,0.4930555555555556,1.0,1.6464739556400456,0.5955,4.9
ENSPD000892,Female,23.0,Energetique,1,0.6594090202177293,22.0,0.4053452115812918,0.43700000000000006,0.645,1.0,2.9,17.8,Yes,No,High,1.0,Yes,Salle 4,83.0,0.3680555555555556,0.0,1.7915531900897976,0.541,3.9
ENSPD000893,Female,18.0,Electrique,3,0.9642301710730948,2.0,0.5111358574610245,0.6559999999999999,0.856,4.0,3.3,13.9,Yes,No,Middle,0.0,Yes,Salle 13,188.0,0.575,1.0,1.6768928732945427,0.756,7.3
ENSPD000894,Male,22.0,GenieCivil,2,0.4385692068429238,36.0,0.6224944320712694,0.609,0.946,0.0,4.3,26.4,Yes,No,Low,0.0,No,Salle 10,177.0,0.6708333333333333,1.0,0.6537580162923144,0.7775,4.3
ENSPD000895,Female,21.0,GenieCivil,1,0.9300155520995333,4.0,0.5144766146993318,0.603,0.6709999999999999,1.0,0.4,2.2,No,No,Middle,1.0,Yes,Salle 18,149.0,0.5069444444444444,0.0,1.8345150383654463,0.637,1.4
ENSPD000896,Male,20.0,Electrique,4,0.8429237947122862,10.0,0.5556792873051225,0.5820000000000001,0.588,1.0,0.9,9.3,No,No,Middle,2.0,Yes,Salle 20,157.0,0.5166666666666666,1.0,1.6314338329818514,0.585,1.9
ENSPD000897,Male,25.0,Informatique,3,0.6143079315707621,25.0,0.7260579064587974,0.251,0.635,1.0,2.5,10.9,Yes,No,High,1.0,No,Salle 1,263.0,0.2305555555555555,0.0,2.6643525746530803,0.443,3.5
ENSPD000898,Female,21.0,Mecanique,2,0.547433903576983,29.0,0.5267260579064588,0.8470000000000001,0.635,0.0,2.5,11.5,No,No,Middle,1.0,Yes,Salle 23,231.0,0.6458333333333334,1.0,0.8476264680964676,0.7410000000000001,2.5
ENSPD000899,Male,20.0,Informatique,1,0.3312597200622084,43.0,0.38752783964365256,0.611,1.0,0.0,0.7,6.5,Yes,No,Low,0.0,Yes,Salle 12,248.0,0.6986111111111111,1.0,0.4741621957792852,0.8055,0.7
ENSPD000900,Male,22.0,Informatique,3,0.5723172628304821,28.0,0.7048997772828508,0.365,0.898,1.0,1.4,6.0,No,No,High,2.0,Yes,Salle 13,263.0,0.5583333333333333,1.0,1.0250274851742633,0.6315,2.4
ENSPD000901,Male,23.0,Informatique,5,0.9160186625194401,5.0,0.6547884187082406,0.7070000000000001,0.675,4.0,0.8,5.4,Yes,No,High,0.0,No,Salle 4,109.0,0.6083333333333333,1.0,1.50575935056318,0.6910000000000001,4.8
ENSPD000902,Male,22.0,GenieCivil,3,0.7091757387247278,19.0,0.6648106904231627,0.466,0.701,1.0,4.5,18.6,Yes,No,Low,1.0,Yes,Salle 6,185.0,0.6152777777777778,1.0,1.1525919485773686,0.5835,5.5
ENSPD000903,Male,24.0,Chimie,5,0.9377916018662519,4.0,0.7149220489977729,0.721,0.502,1.0,4.8,11.5,No,No,Low,0.0,Yes,Salle 9,48.0,0.5791666666666667,1.0,1.6191805641334283,0.6114999999999999,5.8
ENSPD000904,Female,23.0,GenieCivil,1,0.6049766718506998,25.0,0.6859688195991092,0.779,0.569,1.0,0.0,2.3,Yes,No,Middle,2.0,No,Salle 5,149.0,0.5569444444444444,1.0,1.0862229000688866,0.6739999999999999,1.0
ENSPD000905,Male,18.0,Mecanique,3,0.8522550544323483,10.0,0.6146993318485524,0.804,0.67,0.0,0.8,17.8,Yes,No,Middle,0.0,Yes,Salle 14,212.0,0.6555555555555557,1.0,1.300030252062449,0.7370000000000001,0.8
ENSPD000906,Female,21.0,Informatique,4,0.5863141524105754,27.0,1.0,0.5910000000000001,0.67,1.0,1.0,15.4,No,No,Middle,3.0,Yes,Salle 2,230.0,0.65,1.0,0.9020078958947946,0.6305000000000001,2.0
ENSPD000907,Female,21.0,Electrique,3,0.5396578538102644,30.0,0.3953229398663698,0.546,0.8420000000000001,1.0,8.1,36.3,Yes,Yes,Middle,1.0,Yes,Salle 18,188.0,0.5166666666666666,1.0,1.0444788561710376,0.6940000000000001,9.1
ENSPD000908,Male,23.0,Mecanique,1,0.6998444790046657,19.0,0.512249443207127,0.507,0.8320000000000001,2.0,1.4,26.6,No,No,Low,0.0,Yes,Salle 16,186.0,0.5527777777777778,1.0,1.2660274107688487,0.6695,3.4
ENSPD000909,Male,17.0,Electrique,3,0.5956454121306377,26.0,0.7717149220489978,0.49,0.7440000000000001,3.0,2.0,11.5,No,No,Middle,3.0,Yes,Salle 9,188.0,0.5972222222222222,1.0,0.997343060148898,0.617,5.0
ENSPD000910,Male,27.0,Energetique,3,0.43234836702954893,36.0,0.6113585746102449,0.617,0.44,2.0,1.4,11.4,Yes,No,Low,2.0,Yes,Salle 30,104.0,0.4458333333333333,1.0,0.9697315956192735,0.5285,3.4
ENSPD000911,Female,23.0,Informatique,4,0.6858475894245722,20.0,0.7371937639198219,0.5820000000000001,0.44799999999999995,1.0,0.4,15.0,Yes,No,Middle,0.0,Yes,Salle 21,230.0,0.513888888888889,1.0,1.3345963656536737,0.515,1.4
ENSPD000912,Male,22.0,Informatique,4,0.7402799377916017,17.0,0.6380846325167038,0.47100000000000003,0.462,0.0,1.1,1.5,Yes,Yes,Middle,0.0,No,Salle 24,230.0,0.4111111111111111,1.0,1.8006371304818034,0.4665,1.1
ENSPD000913,Female,24.0,GenieCivil,4,0.9564541213063763,3.0,0.8396436525612472,0.414,0.687,1.0,6.4,35.9,Yes,No,Low,1.0,Yes,Salle 21,173.0,0.5597222222222222,1.0,1.7087708788840272,0.5505,7.4
ENSPD000914,Male,27.0,Energetique,3,0.8942457231726283,7.0,0.44209354120267264,0.6,0.23500000000000001,1.0,0.2,4.6,Yes,No,Middle,0.0,Yes,Salle 2,104.0,0.31944444444444453,0.0,2.7992902860618805,0.4175,1.2
ENSPD000915,Male,24.0,Chimie,1,0.947122861586314,3.0,0.8340757238307349,0.542,0.639,0.0,3.1,14.1,Yes,No,Middle,1.0,Yes,Salle 20,96.0,0.6569444444444444,1.0,1.4416872731369546,0.5905,3.1
ENSPD000916,Male,24.0,Telecom,2,0.8538102643856921,9.0,0.8062360801781737,0.41500000000000004,0.922,1.0,0.4,11.1,No,No,Low,1.0,Yes,Salle 4,161.0,0.6583333333333332,1.0,1.2969072840195222,0.6685000000000001,1.4
ENSPD000917,Male,22.0,Mecanique,4,0.7822706065318817,14.0,0.40757238307349664,0.77,0.635,1.0,1.4,10.9,Yes,No,Middle,3.0,Yes,Salle 7,178.0,0.6138888888888889,1.0,1.2742662035888892,0.7025,2.4
ENSPD000918,Female,22.0,Energetique,5,0.49144634525660946,33.0,0.7160356347438753,0.9390000000000001,0.5700000000000001,1.0,2.9,22.1,Yes,No,Middle,1.0,Yes,Salle 15,40.0,0.6444444444444444,1.0,0.7625773233362734,0.7545000000000001,3.9
ENSPD000919,Female,21.0,Informatique,1,0.7480559875583203,16.0,0.6035634743875279,0.793,0.5,2.0,2.4,18.4,No,No,Low,0.0,Yes,Salle 5,248.0,0.5166666666666666,1.0,1.4478222761333401,0.6465000000000001,4.4
ENSPD000920,Male,20.0,Informatique,3,0.8320373250388803,11.0,0.5089086859688196,0.49,0.8009999999999999,3.0,3.0,18.3,No,No,Middle,2.0,No,Salle 9,263.0,0.5638888888888889,1.0,1.475508005838305,0.6455,6.0
ENSPD000921,Female,21.0,Telecom,2,0.9922239502332816,0.0,0.29510022271714925,0.616,0.701,1.0,3.4,25.1,No,No,Middle,1.0,No,Salle 1,161.0,0.5527777777777778,1.0,1.7949455290456122,0.6585,4.4
ENSPD000922,Male,19.0,Telecom,2,0.8475894245723173,10.0,0.4409799554565701,0.897,0.5910000000000001,0.0,0.7,7.2,No,Yes,Low,1.0,No,Salle 16,161.0,0.5791666666666667,1.0,1.4634384866545913,0.744,0.7
ENSPD000923,Female,22.0,Informatique,3,0.9517884914463454,3.0,0.7282850779510022,0.409,0.522,1.0,0.9,4.2,Yes,No,Low,1.0,Yes,Salle 23,263.0,0.4097222222222222,1.0,2.3229525036723464,0.4655,1.9
ENSPD000924,Female,19.0,Informatique,3,0.5272161741835147,30.0,0.7461024498886415,0.761,0.655,1.0,3.4,26.3,No,No,Middle,0.0,Yes,Salle 24,263.0,0.6138888888888889,1.0,0.8587996879058319,0.708,4.4
ENSPD000925,Male,22.0,Informatique,1,0.6594090202177293,22.0,0.5746102449888641,0.359,0.579,1.0,1.4,4.5,Yes,Yes,Middle,0.0,Yes,Salle 14,248.0,0.3402777777777778,0.0,1.937798132286582,0.469,2.4
ENSPD000926,Male,22.0,Informatique,4,0.8009331259720062,13.0,0.7472160356347438,0.923,0.797,0.0,1.4,11.3,No,No,Middle,2.0,Yes,Salle 24,230.0,0.7986111111111112,1.0,1.0028950084448411,0.8600000000000001,1.4
ENSPD000927,Male,22.0,Informatique,4,0.9362363919129083,4.0,0.7683741648106904,0.543,0.888,0.0,5.1,23.2,Yes,No,Middle,2.0,No,Salle 10,230.0,0.7541666666666667,1.0,1.2414019596375407,0.7155,5.1
ENSPD000928,Male,21.0,Energetique,5,0.6936236391912908,20.0,0.6358574610244989,1.0,0.36700000000000005,1.0,4.3,22.6,Yes,No,Middle,1.0,Yes,Salle 7,40.0,0.5125,1.0,1.3533855713864917,0.6835,5.3
ENSPD000929,Female,28.0,Electrique,1,0.7045101088646967,19.0,0.489977728285078,0.9309999999999999,0.395,1.0,3.3,19.5,No,No,Low,2.0,Yes,Salle 16,143.0,0.43194444444444435,1.0,1.6309824286466093,0.663,4.3
ENSPD000930,Male,25.0,Chimie,3,0.7231726283048211,10.0,0.6837416481069042,0.601,0.91,1.0,0.0,0.6,Yes,No,Low,1.0,No,Salle 11,130.0,0.6305555555555554,1.0,1.146863513132548,0.7555000000000001,1.0
ENSPD000931,Male,20.0,Chimie,2,0.5101088646967341,32.0,0.6915367483296213,0.49100000000000005,0.6729999999999999,1.0,4.4,18.2,Yes,Yes,Low,2.0,Yes,Salle 30,119.0,0.45833333333333337,1.0,1.1129405133634918,0.582,5.4
ENSPD000932,Female,22.0,GenieCivil,2,0.9999999999999999,0.0,0.7227171492204899,0.655,0.414,1.0,4.9,21.1,No,Yes,Middle,1.0,No,Salle 8,177.0,0.5569444444444444,1.0,1.7954789839184935,0.5345,5.9
ENSPD000933,Other,21.0,Chimie,3,0.5567651632970451,28.0,0.755011135857461,0.616,0.8370000000000001,2.0,2.2,11.5,Yes,No,Middle,0.0,No,Salle 1,130.0,0.734722222222222,1.0,0.7577797004915482,0.7265,4.2
ENSPD000934,Male,20.0,Electrique,4,0.3623639191290824,41.0,0.6113585746102449,0.5479999999999999,0.708,0.0,0.7,9.5,Yes,No,Middle,1.0,Yes,Salle 7,157.0,0.4208333333333333,1.0,0.8610423177170026,0.6279999999999999,0.7
ENSPD000935,Male,19.0,Mecanique,1,0.7216174183514773,18.0,0.5256124721603563,0.322,0.635,0.0,1.3,15.4,Yes,No,Middle,0.0,Yes,Salle 6,186.0,0.6333333333333333,1.0,1.1393779335349612,0.47850000000000004,1.3
ENSPD000936,Male,23.0,Electrique,5,0.9999999999999999,0.0,0.6113585746102449,0.527,0.593,0.0,2.9,26.4,No,No,Middle,0.0,Yes,Salle 11,80.0,0.38194444444444453,1.0,2.618113271216171,0.56,2.9
ENSPD000937,Male,21.0,GenieCivil,4,0.8289269051321929,11.0,0.734966592427617,0.42,0.8620000000000001,1.0,3.4,19.3,Yes,No,High,1.0,No,Salle 28,173.0,0.6138888888888889,1.0,1.3502661759699364,0.641,4.4
ENSPD000938,Female,24.0,Telecom,4,0.8600311041990668,9.0,0.5746102449888641,0.7190000000000001,0.35000000000000003,1.0,0.8,6.4,Yes,Yes,Low,2.0,Yes,Salle 18,121.0,0.5055555555555555,1.0,1.7011267772267367,0.5345000000000001,1.8
ENSPD000939,Male,24.0,Energetique,4,0.7278382581648523,18.0,0.6826280623608018,0.798,0.919,1.0,0.8,0.0,Yes,No,Middle,1.0,Yes,Salle 20,70.0,0.7819444444444443,1.0,0.9307936841281848,0.8585,1.8
ENSPD000940,Male,25.0,GenieCivil,2,0.6920684292379472,20.0,0.36414253897550114,0.753,0.8290000000000001,2.0,2.7,16.8,Yes,No,Low,1.0,Yes,Salle 8,177.0,0.6361111111111111,1.0,1.0879507332009672,0.791,4.7
ENSPD000941,Male,20.0,Chimie,4,0.7231726283048211,36.0,0.844097995545657,0.682,0.961,1.0,2.3,13.5,Yes,No,Low,1.0,Yes,Salle 16,93.0,0.7763888888888888,1.0,0.9314446976344335,0.8215,3.3
ENSPD000942,Male,23.0,Informatique,2,0.2986003110419906,45.0,0.6113585746102449,0.466,0.8620000000000001,0.0,1.4,9.2,No,Yes,Middle,2.0,Yes,Salle 17,298.0,0.41388888888888886,1.0,0.7214329853447609,0.664,1.4
ENSPD000943,Female,23.0,Chimie,4,0.7573872472783826,16.0,0.7394209354120267,0.657,0.62,1.0,1.4,6.8,Yes,No,Middle,2.0,Yes,Salle 28,93.0,0.5902777777777778,1.0,1.283081364363793,0.6385000000000001,2.4
ENSPD000944,Female,21.0,Mecanique,1,0.9657853810264384,2.0,0.6302895322939867,0.616,0.406,1.0,2.1,10.9,Yes,No,High,1.0,Yes,Salle 21,186.0,0.5013888888888889,1.0,1.926181733602642,0.511,3.1
ENSPD000945,Male,20.0,Informatique,2,0.7838258164852253,14.0,0.579064587973274,0.514,0.52,0.0,0.1,6.7,Yes,Yes,Low,0.0,Yes,Salle 4,298.0,0.375,1.0,2.0901464400555327,0.517,0.1
ENSPD000946,Male,25.0,Mecanique,3,0.7231726283048211,10.0,0.6113585746102449,0.6409999999999999,0.28800000000000003,1.0,0.2,8.4,No,No,Middle,1.0,Yes,Salle 15,212.0,0.34444444444444444,0.0,2.0994724845870247,0.46449999999999997,1.2
ENSPD000947,Male,22.0,Electrique,2,0.9999999999999999,0.0,0.5033407572383074,0.594,0.456,2.0,1.7,11.7,No,No,Middle,3.0,Yes,Salle 27,185.0,0.37916666666666665,1.0,2.6372930823802445,0.525,3.7
ENSPD000948,Female,23.0,Informatique,2,0.7807153965785382,14.0,0.8262806236080179,0.919,0.725,1.0,0.5,10.1,Yes,No,Middle,1.0,Yes,Salle 3,298.0,0.8430555555555557,1.0,0.9260435222787265,0.8220000000000001,1.5
ENSPD000949,Female,20.0,Telecom,3,0.6967340590979781,20.0,0.6124721603563474,0.773,0.63,1.0,3.0,22.1,Yes,No,Middle,0.0,No,Salle 28,154.0,0.5652777777777778,1.0,1.232529848490504,0.7015,4.0
ENSPD000950,Female,20.0,Informatique,4,0.7231726283048211,28.0,0.3986636971046771,0.616,0.595,0.0,3.0,16.6,No,Yes,Middle,1.0,Yes,Salle 1,230.0,0.4569444444444445,1.0,1.5825923942681837,0.6054999999999999,3.0
ENSPD000951,Female,21.0,Energetique,3,0.9999999999999999,0.0,0.5456570155902005,0.311,0.48100000000000004,0.0,2.5,19.9,No,No,Middle,1.0,Yes,Salle 16,104.0,0.30694444444444435,0.0,3.2578124151611356,0.396,2.5
ENSPD000952,Female,22.0,Electrique,2,0.8180404354587868,12.0,0.6314031180400892,0.6509999999999999,0.28600000000000003,3.0,4.7,20.0,Yes,No,High,1.0,Yes,Salle 27,185.0,0.3680555555555556,0.0,2.222540042422721,0.46849999999999997,7.7
ENSPD000953,Male,20.0,Mecanique,2,0.5443234836702956,29.0,0.7605790645879733,0.5920000000000001,0.6759999999999999,0.0,0.3,7.4,Yes,Yes,Middle,2.0,Yes,Salle 6,231.0,0.5305555555555556,1.0,1.0259306846640923,0.634,0.3
ENSPD000954,Female,22.0,Mecanique,2,0.500777604976672,32.0,0.5089086859688196,0.5910000000000001,0.716,2.0,0.6,5.9,No,No,Middle,3.0,Yes,Salle 18,231.0,0.5097222222222222,1.0,0.9824327031818556,0.6535,2.6
ENSPD000955,Male,19.0,Chimie,3,0.9533437013996889,3.0,0.5200445434298441,0.33899999999999997,0.44200000000000006,1.0,0.6,9.4,Yes,Yes,Low,4.0,Yes,Salle 5,130.0,0.36249999999999993,0.0,2.629841111692613,0.3905,1.6
ENSPD000956,Male,20.0,Electrique,4,0.5272161741835147,30.0,0.6146993318485524,0.424,0.533,0.0,3.1,8.8,Yes,No,Low,1.0,Yes,Salle 25,157.0,0.38750000000000007,1.0,1.360522758595945,0.47850000000000004,3.1
ENSPD000957,Male,23.0,Electrique,1,0.9999999999999999,0.0,0.7561247216035635,0.608,0.948,1.0,1.5,15.7,Yes,No,High,1.0,No,Salle 10,143.0,0.8305555555555555,1.0,1.2039988816188167,0.778,2.5
ENSPD000958,Male,23.0,Mecanique,2,0.20528771384136846,51.0,0.6113585746102449,0.821,0.872,1.0,0.6,7.2,No,No,Middle,1.0,Yes,Salle 17,231.0,0.5333333333333333,1.0,0.3849072464416951,0.8465,1.6
ENSPD000959,Male,21.0,GenieCivil,2,0.9860031104199066,1.0,0.6948775055679287,0.514,0.34299999999999997,0.0,0.3,7.9,No,No,Middle,2.0,Yes,Salle 23,177.0,0.29166666666666674,0.0,3.3804661911702674,0.4285,0.3
ENSPD000960,Female,20.0,Energetique,2,0.8102643856920683,12.0,0.532293986636971,0.5479999999999999,0.623,2.0,4.5,19.9,Yes,No,Middle,2.0,Yes,Salle 19,71.0,0.525,1.0,1.5433313378641709,0.5854999999999999,6.5
ENSPD000961,Male,20.0,Informatique,2,0.7418351477449457,17.0,0.5556792873051225,0.941,0.9309999999999999,1.0,2.4,21.3,Yes,No,High,0.0,Yes,Salle 17,298.0,0.8055555555555556,1.0,0.9208873723918616,0.9359999999999999,3.4
ENSPD000962,Female,21.0,GenieCivil,4,0.687402799377916,20.0,0.9443207126948776,0.5670000000000001,0.5970000000000001,0.0,1.5,12.4,Yes,No,Middle,1.0,Yes,Salle 23,173.0,0.6208333333333333,1.0,1.1072081513499101,0.5820000000000001,1.5
ENSPD000963,Male,23.0,Mecanique,2,0.9999999999999999,0.0,0.5779510022271716,0.5970000000000001,0.5860000000000001,2.0,6.7,30.3,Yes,No,Middle,2.0,No,Salle 10,231.0,0.5097222222222222,1.0,1.9618143731240152,0.5915000000000001,8.7
ENSPD000964,Male,24.0,Chimie,3,0.8522550544323483,10.0,0.7360801781737194,0.599,0.8590000000000001,1.0,3.8,11.8,Yes,No,Low,1.0,Yes,Salle 7,130.0,0.7402777777777778,1.0,1.151248311826352,0.7290000000000001,4.8
ENSPD000965,Male,21.0,Chimie,3,0.5520995334370139,29.0,0.7305122494432071,0.378,0.8370000000000001,2.0,0.4,5.2,Yes,No,Middle,1.0,Yes,Salle 30,130.0,0.5347222222222222,1.0,1.0324785200761182,0.6075,2.4
ENSPD000966,Male,20.0,Mecanique,2,0.39968895800933124,39.0,0.4131403118040089,0.723,0.8270000000000001,2.0,1.4,1.3,Yes,No,Low,0.0,No,Salle 6,231.0,0.5875,1.0,0.6803100509086335,0.775,3.4
ENSPD000967,Female,23.0,Informatique,4,0.7527216174183514,16.0,0.3017817371937639,0.502,0.588,2.0,1.3,10.7,Yes,No,Middle,1.0,Yes,Salle 9,230.0,0.37777777777777777,1.0,1.9924456578399874,0.5449999999999999,3.3
ENSPD000968,Male,20.0,Informatique,3,0.7200622083981337,18.0,0.7472160356347438,0.615,0.773,0.0,3.7,22.2,No,Yes,Middle,1.0,Yes,Salle 30,263.0,0.6319444444444444,1.0,1.139421068604313,0.694,3.7
ENSPD000969,Male,21.0,GenieCivil,2,0.43701399688958,36.0,0.42873051224944325,0.7000000000000001,0.9390000000000001,1.0,0.3,9.0,No,No,Low,1.0,Yes,Salle 11,177.0,0.6166666666666666,1.0,0.7086598545260024,0.8195000000000001,1.3
ENSPD000970,Male,25.0,GenieCivil,4,0.7091757387247278,19.0,0.33184855233853006,0.97,0.63,1.0,1.2,6.4,Yes,No,Low,1.0,Yes,Salle 12,173.0,0.5180555555555555,1.0,1.3688918923865387,0.8,2.2
ENSPD000971,Female,24.0,Energetique,2,0.6127527216174183,25.0,0.7817371937639199,0.383,0.559,1.0,2.0,10.5,No,No,Low,1.0,Yes,Salle 18,71.0,0.4125,1.0,1.485425133008699,0.47100000000000003,3.0
ENSPD000972,Female,22.0,GenieCivil,4,0.7216174183514773,18.0,0.4398663697104678,0.7759999999999999,0.886,0.0,1.4,11.5,Yes,No,Middle,1.0,Yes,Salle 6,173.0,0.5875,1.0,1.2282640607844586,0.831,1.4
ENSPD000973,Female,19.0,Mecanique,3,0.8553654743390359,9.0,0.48106904231625836,0.7759999999999999,1.0,1.0,4.6,21.2,Yes,Yes,Low,0.0,Yes,Salle 12,212.0,0.7930555555555554,1.0,1.078555824732343,0.8879999999999999,5.6
ENSPD000974,Male,22.0,Telecom,3,0.7231726283048211,0.0,0.9398663697104677,0.505,1.0,1.0,1.5,4.4,Yes,Yes,Low,0.0,Yes,Salle 11,154.0,0.7305555555555554,1.0,0.9898805422805455,0.7525,2.5
ENSPD000975,Male,24.0,GenieCivil,4,0.8895800933125974,7.0,0.33296213808463254,0.728,0.5650000000000001,0.0,1.9,10.1,Yes,Yes,Middle,1.0,Yes,Salle 16,173.0,0.3902777777777777,1.0,2.2792927269659646,0.6465000000000001,1.9
ENSPD000976,Male,21.0,Electrique,4,0.5847589424572316,27.0,0.40089086859688206,0.9159999999999999,0.585,1.0,3.8,21.8,No,No,High,2.0,No,Salle 2,157.0,0.5486111111111112,1.0,1.0658702893749956,0.7505,4.8
ENSPD000977,Female,25.0,Informatique,3,0.7884914463452567,14.0,0.5334075723830736,0.48200000000000004,0.434,2.0,2.7,14.0,Yes,Yes,Low,0.0,No,Salle 28,263.0,0.33472222222222214,0.0,2.355588718380965,0.458,4.7
ENSPD000978,Male,25.0,Mecanique,4,0.7325038880248832,17.0,0.5701559020044543,0.663,0.664,4.0,4.2,11.5,Yes,No,Low,1.0,Yes,Salle 18,178.0,0.5402777777777777,1.0,1.3557661641684677,0.6635,8.2
ENSPD000979,Male,25.0,Energetique,2,0.47122861586314146,34.0,0.4610244988864143,0.693,0.425,1.0,4.5,20.9,Yes,Yes,Middle,2.0,No,Salle 23,71.0,0.4027777777777778,1.0,1.1699178621132917,0.5589999999999999,5.5
ENSPD000980,Female,22.0,Electrique,3,0.7947122861586314,13.0,0.4164810690423163,0.616,0.535,2.0,3.6,28.8,Yes,No,High,1.0,Yes,Salle 13,188.0,0.5347222222222222,1.0,1.486187390870131,0.5755,5.6
ENSPD000981,Male,23.0,Mecanique,1,0.9999999999999999,0.0,0.8619153674832961,0.758,0.78,1.0,0.0,5.5,Yes,No,Middle,1.0,Yes,Salle 12,186.0,0.797222222222222,1.0,1.2543396668195104,0.769,1.0
ENSPD000982,Female,25.0,Electrique,1,0.7262830482115087,18.0,0.6536748329621381,0.65,0.718,1.0,0.7,8.7,Yes,No,Middle,1.0,No,Salle 20,143.0,0.6180555555555556,1.0,1.1750906383363826,0.6839999999999999,1.7
ENSPD000983,Male,23.0,Telecom,4,0.4230171073094867,37.0,0.7082405345211581,0.7120000000000001,0.278,0.0,1.0,6.7,Yes,No,Middle,1.0,Yes,Salle 24,121.0,0.39861111111111114,1.0,1.0612009638184352,0.49500000000000005,1.0
ENSPD000984,Male,21.0,Mecanique,1,0.7262830482115087,18.0,0.5868596881959911,0.456,0.9540000000000001,2.0,2.3,16.1,Yes,No,Middle,1.0,Yes,Salle 13,186.0,0.6138888888888889,1.0,1.183066236731633,0.7050000000000001,4.3
ENSPD000985,Female,21.0,GenieCivil,1,0.4930015552099535,33.0,0.6581291759465479,0.65,0.423,1.0,0.7,8.2,Yes,No,High,2.0,Yes,Salle 27,149.0,0.4388888888888889,1.0,1.1232690892839357,0.5365,1.7
ENSPD000986,Male,22.0,Energetique,4,0.8818040435458788,8.0,0.7661469933184856,0.534,0.44799999999999995,1.0,0.8,1.2,No,No,Middle,0.0,No,Salle 15,70.0,0.5319444444444444,1.0,1.6576683450155318,0.491,1.8
ENSPD000987,Female,19.0,Informatique,1,0.8180404354587868,12.0,0.4443207126948775,0.399,0.392,0.0,1.0,11.5,Yes,No,Middle,0.0,No,Salle 21,248.0,0.26111111111111107,0.0,3.1328008370441482,0.3955,1.0
ENSPD000988,Male,22.0,Chimie,2,0.687402799377916,20.0,0.6547884187082406,0.528,0.635,2.0,6.2,29.4,No,No,Middle,0.0,Yes,Salle 7,119.0,0.4083333333333333,1.0,1.6833942010675234,0.5815,8.2
ENSPD000989,Male,24.0,Electrique,3,0.6578538102643857,22.0,0.7260579064587974,0.669,0.461,0.0,1.1,11.5,Yes,No,Low,2.0,No,Salle 2,188.0,0.5402777777777777,1.0,1.2175989117691337,0.5650000000000001,1.1
