student_id,gender,age,year_of_study,attendance_rate,num_absences,assignments_avg,midterm_score,final_score,project_participation,lab_hours_per_week,infra_usage_hours_month,supervisor_assigned,scholarship,socioeconomic_status,extracurricular_count,lab_access,classroom_allocated,promotion_size,overall_grade,passed,ratio_presence_note,participation_projets_ponderee,moyenne_filiere,gender_encoded,scholarship_encoded,lab_access_encoded,supervisor_assigned_encoded,filiere_Electrique,filiere_Energetique,filiere_GenieCivil,filiere_Informatique,filiere_Mecanique,filiere_Telecom
ENSPD000889,Male,24.0,4,0.5458786936236392,29.0,0.4409799554565701,0.961,0.8320000000000001,0.0,0.1,0.0,No,Yes,Middle,2.0,Yes,Salle 23,157.0,0.7583333333333333,1.0,0.14971749510426854,0.0,61.800132802124836,1,1,1,0,True,False,False,False,False,False
ENSPD000890,Male,20.0,1,0.6842923794712287,20.0,0.5211581291759466,0.7709999999999999,0.41200000000000003,1.0,0.6,1.4,No,No,Middle,0.0,Yes,Salle 20,149.0,0.3916666666666666,1.0,0.358275767298568,0.15940000000000001,61.453713527851455,1,0,1,0,False,False,True,False,False,False
ENSPD000891,Female,23.0,3,0.8118195956454123,12.0,0.455456570155902,0.616,0.5750000000000001,3.0,1.9,5.7,Yes,Yes,Low,1.0,No,Salle 2,104.0,0.4930555555555556,1.0,0.3409743249017355,0.5274000000000001,60.567119565217396,0,1,0,1,False,True,False,False,False,False
ENSPD000892,Female,23.0,1,0.6594090202177293,22.0,0.4053452115812918,0.43700000000000006,0.645,1.0,2.9,17.8,Yes,No,High,1.0,Yes,Salle 4,83.0,0.3680555555555556,0.0,0.365062627780271,0.1562,60.567119565217396,0,0,1,1,False,True,False,False,False,False
ENSPD000893,Female,18.0,3,0.9642301710730948,2.0,0.5111358574610245,0.6559999999999999,0.856,4.0,3.3,13.9,Yes,No,Middle,0.0,Yes,Salle 13,188.0,0.575,1.0,0.34583838603271466,0.7816000000000001,61.800132802124836,0,0,1,1,True,False,False,False,False,False
ENSPD000894,Male,22.0,2,0.4385692068429238,36.0,0.6224944320712694,0.609,0.946,0.0,4.3,26.4,Yes,No,Low,0.0,No,Salle 10,177.0,0.6708333333333333,1.0,0.14440407845109524,0.0,61.453713527851455,1,0,0,1,False,False,True,False,False,False
ENSPD000895,Female,21.0,1,0.9300155520995333,4.0,0.5144766146993318,0.603,0.6709999999999999,1.0,0.4,2.2,No,No,Middle,1.0,Yes,Salle 18,149.0,0.5069444444444444,0.0,0.37425609850433406,0.191,61.453713527851455,0,0,1,0,False,False,True,False,False,False
ENSPD000896,Male,20.0,4,0.8429237947122862,10.0,0.5556792873051225,0.5820000000000001,0.588,1.0,0.9,9.3,No,No,Middle,2.0,Yes,Salle 20,157.0,0.5166666666666666,1.0,0.338032948518011,0.17980000000000002,61.800132802124836,1,0,1,0,True,False,False,False,False,False
ENSPD000897,Male,25.0,3,0.6143079315707621,25.0,0.7260579064587974,0.251,0.635,1.0,2.5,10.9,Yes,No,High,1.0,No,Salle 1,263.0,0.2305555555555555,0.0,0.4686058110883482,0.1504,61.36358885017421,1,0,0,1,False,False,False,True,False,False
ENSPD000898,Female,21.0,2,0.547433903576983,29.0,0.5267260579064588,0.8470000000000001,0.635,0.0,2.5,11.5,No,No,Middle,1.0,Yes,Salle 23,231.0,0.6458333333333334,1.0,0.18461762669938916,0.0,61.916933638443936,0,0,1,0,False,False,False,False,True,False
ENSPD000899,Male,20.0,1,0.3312597200622084,43.0,0.38752783964365256,0.611,1.0,0.0,0.7,6.5,Yes,No,Low,0.0,Yes,Salle 12,248.0,0.6986111111111111,1.0,0.10592079172890664,0.0,61.36358885017421,1,0,1,1,False,False,False,True,False,False
ENSPD000900,Male,22.0,3,0.5723172628304821,28.0,0.7048997772828508,0.365,0.898,1.0,1.4,6.0,No,No,High,2.0,Yes,Salle 13,263.0,0.5583333333333333,1.0,0.22574481474748534,0.145,61.36358885017421,1,0,1,0,False,False,False,True,False,False
ENSPD000901,Male,23.0,5,0.9160186625194401,5.0,0.6547884187082406,0.7070000000000001,0.675,4.0,0.8,5.4,Yes,No,High,0.0,No,Salle 4,109.0,0.6083333333333333,1.0,0.3131351070905355,0.7567999999999999,61.36358885017421,1,0,0,1,False,False,False,True,False,False
ENSPD000902,Male,22.0,3,0.7091757387247278,19.0,0.6648106904231627,0.466,0.701,1.0,4.5,18.6,Yes,No,Low,1.0,Yes,Salle 6,185.0,0.6152777777777778,1.0,0.24557684400361293,0.1626,61.453713527851455,1,0,1,1,False,False,True,False,False,False
ENSPD000903,Male,24.0,5,0.9377916018662519,4.0,0.7149220489977729,0.721,0.502,1.0,4.8,11.5,No,No,Low,0.0,Yes,Salle 9,48.0,0.5791666666666667,1.0,0.3350336886255295,0.192,61.93600823045268,1,0,1,0,False,False,False,False,False,False
ENSPD000904,Female,23.0,1,0.6049766718506998,25.0,0.6859688195991092,0.779,0.569,1.0,0.0,2.3,Yes,No,Middle,2.0,No,Salle 5,149.0,0.5569444444444444,1.0,0.23713451391679366,0.1492,61.453713527851455,0,0,0,1,False,False,True,False,False,False
ENSPD000905,Male,18.0,3,0.8522550544323483,10.0,0.6146993318485524,0.804,0.67,0.0,0.8,17.8,Yes,No,Middle,0.0,Yes,Salle 14,212.0,0.6555555555555557,1.0,0.27197130306568595,0.0,61.916933638443936,1,0,1,1,False,False,False,False,True,False
ENSPD000906,Female,21.0,4,0.5863141524105754,27.0,1.0,0.5910000000000001,0.67,1.0,1.0,15.4,No,No,Middle,3.0,Yes,Salle 2,230.0,0.65,1.0,0.19482638459581966,0.1468,61.36358885017421,0,0,1,0,False,False,False,True,False,False
ENSPD000907,Female,21.0,3,0.5396578538102644,30.0,0.3953229398663698,0.546,0.8420000000000001,1.0,8.1,36.3,Yes,Yes,Middle,1.0,Yes,Salle 18,188.0,0.5166666666666666,1.0,0.23291745824300333,0.1408,61.800132802124836,0,1,1,1,True,False,False,False,False,False
ENSPD000908,Male,23.0,1,0.6998444790046657,19.0,0.512249443207127,0.507,0.8320000000000001,2.0,1.4,26.6,No,No,Low,0.0,Yes,Salle 16,186.0,0.5527777777777778,1.0,0.2704869437707169,0.32280000000000003,61.916933638443936,1,0,1,0,False,False,False,False,True,False
ENSPD000909,Male,17.0,3,0.5956454121306377,26.0,0.7717149220489978,0.49,0.7440000000000001,3.0,2.0,11.5,No,No,Middle,3.0,Yes,Salle 9,188.0,0.5972222222222222,1.0,0.21737447430260978,0.444,61.800132802124836,1,0,1,0,True,False,False,False,False,False
ENSPD000910,Male,27.0,3,0.43234836702954893,36.0,0.6113585746102449,0.617,0.44,2.0,1.4,11.4,Yes,No,Low,2.0,Yes,Salle 30,104.0,0.4458333333333333,1.0,0.22729101761195933,0.254,60.567119565217396,1,0,1,1,False,True,False,False,False,False
ENSPD000911,Female,23.0,4,0.6858475894245722,20.0,0.7371937639198219,0.5820000000000001,0.44799999999999995,1.0,0.4,15.0,Yes,No,Middle,0.0,Yes,Salle 21,230.0,0.513888888888889,1.0,0.28501763422301196,0.1596,61.36358885017421,0,0,1,1,False,False,False,True,False,False
ENSPD000912,Male,22.0,4,0.7402799377916017,17.0,0.6380846325167038,0.47100000000000003,0.462,0.0,1.1,1.5,Yes,Yes,Middle,0.0,No,Salle 24,230.0,0.4111111111111111,1.0,0.36708875264462626,0.0,61.36358885017421,1,1,0,1,False,False,False,True,False,False
ENSPD000913,Female,24.0,4,0.9564541213063763,3.0,0.8396436525612472,0.414,0.687,1.0,6.4,35.9,Yes,No,Low,1.0,Yes,Salle 21,173.0,0.5597222222222222,1.0,0.35180471591171236,0.19440000000000002,61.453713527851455,0,0,1,1,False,False,True,False,False,False
ENSPD000914,Male,27.0,3,0.8942457231726283,7.0,0.44209354120267264,0.6,0.23500000000000001,1.0,0.2,4.6,Yes,No,Middle,0.0,Yes,Salle 2,104.0,0.31944444444444453,0.0,0.5102384341275407,0.1864,60.567119565217396,1,0,1,1,False,True,False,False,False,False
ENSPD000915,Male,24.0,1,0.947122861586314,3.0,0.8340757238307349,0.542,0.639,0.0,3.1,14.1,Yes,No,Middle,1.0,Yes,Salle 20,96.0,0.6569444444444444,1.0,0.2995491057369767,0.0,61.93600823045268,1,0,1,1,False,False,False,False,False,False
ENSPD000916,Male,24.0,2,0.8538102643856921,9.0,0.8062360801781737,0.41500000000000004,0.922,1.0,0.4,11.1,No,No,Low,1.0,Yes,Salle 4,161.0,0.6583333333333332,1.0,0.2712467891627124,0.1812,61.59497568881685,1,0,1,0,False,False,False,False,False,True
ENSPD000917,Male,22.0,4,0.7822706065318817,14.0,0.40757238307349664,0.77,0.635,1.0,1.4,10.9,Yes,No,Middle,3.0,Yes,Salle 7,178.0,0.6138888888888889,1.0,0.2688629161581305,0.17200000000000001,61.916933638443936,1,0,1,1,False,False,False,False,True,False
ENSPD000918,Female,22.0,5,0.49144634525660946,33.0,0.7160356347438753,0.9390000000000001,0.5700000000000001,1.0,2.9,22.1,Yes,No,Middle,1.0,Yes,Salle 15,40.0,0.6444444444444444,1.0,0.16825269565137282,0.1346,60.567119565217396,0,0,1,1,False,True,False,False,False,False
ENSPD000919,Female,21.0,1,0.7480559875583203,16.0,0.6035634743875279,0.793,0.5,2.0,2.4,18.4,No,No,Low,0.0,Yes,Salle 5,248.0,0.5166666666666666,1.0,0.30515066694480353,0.3352,61.36358885017421,0,0,1,0,False,False,False,True,False,False
ENSPD000920,Male,20.0,3,0.8320373250388803,11.0,0.5089086859688196,0.49,0.8009999999999999,3.0,3.0,18.3,No,No,Middle,2.0,No,Salle 9,263.0,0.5638888888888889,1.0,0.30863508766316683,0.5352,61.36358885017421,1,0,0,0,False,False,False,True,False,False
ENSPD000921,Female,21.0,2,0.9922239502332816,0.0,0.29510022271714925,0.616,0.701,1.0,3.4,25.1,No,No,Middle,1.0,No,Salle 1,161.0,0.5527777777777778,1.0,0.3676466851892267,0.199,61.59497568881685,0,0,0,0,False,False,False,False,False,True
ENSPD000922,Male,19.0,2,0.8475894245723173,10.0,0.4409799554565701,0.897,0.5910000000000001,0.0,0.7,7.2,No,Yes,Low,1.0,No,Salle 16,161.0,0.5791666666666667,1.0,0.30593641157138696,0.0,61.59497568881685,1,1,0,0,False,False,False,False,False,True
ENSPD000923,Female,22.0,3,0.9517884914463454,3.0,0.7282850779510022,0.409,0.522,1.0,0.9,4.2,Yes,No,Low,1.0,Yes,Salle 23,263.0,0.4097222222222222,1.0,0.45208628403012674,0.19380000000000003,61.36358885017421,0,0,1,1,False,False,False,True,False,False
ENSPD000924,Female,19.0,3,0.5272161741835147,30.0,0.7461024498886415,0.761,0.655,1.0,3.4,26.3,No,No,Middle,0.0,Yes,Salle 24,263.0,0.6138888888888889,1.0,0.18963960197019333,0.1392,61.36358885017421,0,0,1,0,False,False,False,True,False,False
ENSPD000925,Male,22.0,1,0.6594090202177293,22.0,0.5746102449888641,0.359,0.579,1.0,1.4,4.5,Yes,Yes,Middle,0.0,Yes,Salle 14,248.0,0.3402777777777778,0.0,0.38651499402169776,0.1562,61.36358885017421,1,1,1,1,False,False,False,True,False,False
ENSPD000926,Male,22.0,4,0.8009331259720062,13.0,0.7472160356347438,0.923,0.797,0.0,1.4,11.3,No,No,Middle,2.0,Yes,Salle 24,230.0,0.7986111111111112,1.0,0.20523669307107076,0.0,61.36358885017421,1,0,1,0,False,False,False,True,False,False
ENSPD000927,Male,22.0,4,0.9362363919129083,4.0,0.7683741648106904,0.543,0.888,0.0,5.1,23.2,Yes,No,Middle,2.0,No,Salle 10,230.0,0.7541666666666667,1.0,0.2563131032727475,0.0,61.36358885017421,1,0,0,1,False,False,False,True,False,False
ENSPD000928,Male,21.0,5,0.6936236391912908,20.0,0.6358574610244989,1.0,0.36700000000000005,1.0,4.3,22.6,Yes,No,Middle,1.0,Yes,Salle 7,40.0,0.5125,1.0,0.2884444835411093,0.1606,60.567119565217396,1,0,1,1,False,True,False,False,False,False
ENSPD000929,Female,28.0,1,0.7045101088646967,19.0,0.489977728285078,0.9309999999999999,0.395,1.0,3.3,19.5,No,No,Low,2.0,Yes,Salle 16,143.0,0.43194444444444435,1.0,0.3391080688794893,0.162,61.800132802124836,0,0,1,0,True,False,False,False,False,False
ENSPD000930,Male,25.0,3,0.7231726283048211,10.0,0.6837416481069042,0.601,0.91,1.0,0.0,0.6,Yes,No,Low,1.0,No,Salle 11,130.0,0.6305555555555554,1.0,0.24356024237332555,0.16440000000000002,61.93600823045268,1,0,0,1,False,False,False,False,False,False
ENSPD000931,Male,20.0,2,0.5101088646967341,32.0,0.6915367483296213,0.49100000000000005,0.6729999999999999,1.0,4.4,18.2,Yes,Yes,Low,2.0,Yes,Salle 30,119.0,0.45833333333333337,1.0,0.25027076522307923,0.137,61.93600823045268,1,1,1,1,False,False,False,False,False,False
ENSPD000932,Female,22.0,2,0.9999999999999999,0.0,0.7227171492204899,0.655,0.414,1.0,4.9,21.1,No,Yes,Middle,1.0,No,Salle 8,177.0,0.5569444444444444,1.0,0.367781398336527,0.2,61.453713527851455,0,1,0,0,False,False,True,False,False,False
ENSPD000933,Other,21.0,3,0.5567651632970451,28.0,0.755011135857461,0.616,0.8370000000000001,2.0,2.2,11.5,Yes,No,Middle,0.0,No,Salle 1,130.0,0.734722222222222,1.0,0.1593313128798036,0.28600000000000003,61.93600823045268,2,0,0,1,False,False,False,False,False,False
ENSPD000934,Male,20.0,4,0.3623639191290824,41.0,0.6113585746102449,0.5479999999999999,0.708,0.0,0.7,9.5,Yes,No,Middle,1.0,Yes,Salle 7,157.0,0.4208333333333333,1.0,0.21248378517674768,0.0,61.800132802124836,1,0,1,1,True,False,False,False,False,False
ENSPD000935,Male,19.0,1,0.7216174183514773,18.0,0.5256124721603563,0.322,0.635,0.0,1.3,15.4,Yes,No,Middle,0.0,Yes,Salle 6,186.0,0.6333333333333333,1.0,0.2419528852518867,0.0,61.916933638443936,1,0,1,1,False,False,False,False,True,False
ENSPD000936,Male,23.0,5,0.9999999999999999,0.0,0.6113585746102449,0.527,0.593,0.0,2.9,26.4,No,No,Middle,0.0,Yes,Salle 11,80.0,0.38194444444444453,1.0,0.4956099419545471,0.0,61.800132802124836,1,0,1,0,True,False,False,False,False,False
ENSPD000937,Male,21.0,4,0.8289269051321929,11.0,0.734966592427617,0.42,0.8620000000000001,1.0,3.4,19.3,Yes,No,High,1.0,No,Salle 28,173.0,0.6138888888888889,1.0,0.2833549858266555,0.178,61.453713527851455,1,0,0,1,False,False,True,False,False,False
ENSPD000938,Female,24.0,4,0.8600311041990668,9.0,0.5746102449888641,0.7190000000000001,0.35000000000000003,1.0,0.8,6.4,Yes,Yes,Low,2.0,Yes,Salle 18,121.0,0.5055555555555555,1.0,0.3505469546705573,0.182,61.59497568881685,0,1,1,1,False,False,False,False,False,True
ENSPD000939,Male,24.0,4,0.7278382581648523,18.0,0.6826280623608018,0.798,0.919,1.0,0.8,0.0,Yes,No,Middle,1.0,Yes,Salle 20,70.0,0.7819444444444443,1.0,0.19129845027904988,0.165,60.567119565217396,1,0,1,1,False,True,False,False,False,False
ENSPD000940,Male,25.0,2,0.6920684292379472,20.0,0.36414253897550114,0.753,0.8290000000000001,2.0,2.7,16.8,Yes,No,Low,1.0,Yes,Salle 8,177.0,0.6361111111111111,1.0,0.23186123310644732,0.32080000000000003,61.453713527851455,1,0,1,1,False,False,True,False,False,False
ENSPD000941,Male,20.0,4,0.7231726283048211,36.0,0.844097995545657,0.682,0.961,1.0,2.3,13.5,Yes,No,Low,1.0,Yes,Salle 16,93.0,0.7763888888888888,1.0,0.1917721971444362,0.16440000000000002,61.93600823045268,1,0,1,1,False,False,False,False,False,False
ENSPD000942,Male,23.0,2,0.2986003110419906,45.0,0.6113585746102449,0.466,0.8620000000000001,0.0,1.4,9.2,No,Yes,Middle,2.0,Yes,Salle 17,298.0,0.41388888888888886,1.0,0.1906841111320284,0.0,61.36358885017421,1,1,1,0,False,False,False,True,False,False
ENSPD000943,Female,23.0,4,0.7573872472783826,16.0,0.7394209354120267,0.657,0.62,1.0,1.4,6.8,Yes,No,Middle,2.0,Yes,Salle 28,93.0,0.5902777777777778,1.0,0.27168339041483913,0.1688,61.93600823045268,0,0,1,1,False,False,False,False,False,False
ENSPD000944,Female,21.0,1,0.9657853810264384,2.0,0.6302895322939867,0.616,0.406,1.0,2.1,10.9,Yes,No,High,1.0,Yes,Salle 21,186.0,0.5013888888888889,1.0,0.3903975234874838,0.1956,61.916933638443936,0,0,1,1,False,False,False,False,True,False
ENSPD000945,Male,20.0,2,0.7838258164852253,14.0,0.579064587973274,0.514,0.52,0.0,0.1,6.7,Yes,Yes,Low,0.0,Yes,Salle 4,298.0,0.375,1.0,0.41185323307732513,0.0,61.36358885017421,1,1,1,1,False,False,False,True,False,False
ENSPD000946,Male,25.0,3,0.7231726283048211,10.0,0.6113585746102449,0.6409999999999999,0.28800000000000003,1.0,0.2,8.4,No,No,Middle,1.0,Yes,Salle 15,212.0,0.34444444444444444,0.0,0.41099385599728167,0.16440000000000002,61.916933638443936,1,0,1,0,False,False,False,False,True,False
ENSPD000947,Male,22.0,2,0.9999999999999999,0.0,0.5033407572383074,0.594,0.456,2.0,1.7,11.7,No,No,Middle,3.0,Yes,Salle 27,185.0,0.37916666666666665,1.0,0.49815325375307606,0.4,61.800132802124836,1,0,1,0,True,False,False,False,False,False
ENSPD000948,Female,23.0,2,0.7807153965785382,14.0,0.8262806236080179,0.919,0.725,1.0,0.5,10.1,Yes,No,Middle,1.0,Yes,Salle 3,298.0,0.8430555555555557,1.0,0.18677344074688393,0.1718,61.36358885017421,0,0,1,1,False,False,False,True,False,False
ENSPD000949,Female,20.0,3,0.6967340590979781,20.0,0.6124721603563474,0.773,0.63,1.0,3.0,22.1,Yes,No,Middle,0.0,No,Salle 28,154.0,0.5652777777777778,1.0,0.2635937565603984,0.161,61.59497568881685,0,0,0,1,False,False,False,False,False,True
ENSPD000950,Female,20.0,4,0.7231726283048211,28.0,0.3986636971046771,0.616,0.595,0.0,3.0,16.6,No,Yes,Middle,1.0,Yes,Salle 1,230.0,0.4569444444444445,1.0,0.33048907195662547,0.0,61.36358885017421,0,1,1,0,False,False,False,True,False,False
ENSPD000951,Female,21.0,3,0.9999999999999999,0.0,0.5456570155902005,0.311,0.48100000000000004,0.0,2.5,19.9,No,No,Middle,1.0,Yes,Salle 16,104.0,0.30694444444444435,0.0,0.5721619410377337,0.0,60.567119565217396,0,0,1,0,False,True,False,False,False,False
ENSPD000952,Female,22.0,2,0.8180404354587868,12.0,0.6314031180400892,0.6509999999999999,0.28600000000000003,3.0,4.7,20.0,Yes,No,High,1.0,Yes,Salle 27,185.0,0.3680555555555556,0.0,0.4318836038317765,0.5297999999999999,61.800132802124836,0,0,1,1,True,False,False,False,False,False
ENSPD000953,Male,20.0,2,0.5443234836702956,29.0,0.7605790645879733,0.5920000000000001,0.6759999999999999,0.0,0.3,7.4,Yes,Yes,Middle,2.0,Yes,Salle 6,231.0,0.5305555555555556,1.0,0.22832760054551002,0.0,61.916933638443936,1,1,1,1,False,False,False,False,True,False
ENSPD000954,Female,22.0,2,0.500777604976672,32.0,0.5089086859688196,0.5910000000000001,0.716,2.0,0.6,5.9,No,No,Middle,3.0,Yes,Salle 18,231.0,0.5097222222222222,1.0,0.2224963509534034,0.2716,61.916933638443936,0,0,1,0,False,False,False,False,True,False
ENSPD000955,Male,19.0,3,0.9533437013996889,3.0,0.5200445434298441,0.33899999999999997,0.44200000000000006,1.0,0.6,9.4,Yes,Yes,Low,4.0,Yes,Salle 5,130.0,0.36249999999999993,0.0,0.4940337811836367,0.194,61.93600823045268,1,1,1,1,False,False,False,False,False,False
ENSPD000956,Male,20.0,4,0.5272161741835147,30.0,0.6146993318485524,0.424,0.533,0.0,3.1,8.8,Yes,No,Low,1.0,Yes,Salle 25,157.0,0.38750000000000007,1.0,0.29688656857253726,0.0,61.800132802124836,1,0,1,1,True,False,False,False,False,False
ENSPD000957,Male,23.0,1,0.9999999999999999,0.0,0.7561247216035635,0.608,0.948,1.0,1.5,15.7,Yes,No,High,1.0,No,Salle 10,143.0,0.8305555555555555,1.0,0.2456988960606902,0.2,61.800132802124836,1,0,0,1,True,False,False,False,False,False
ENSPD000958,Male,23.0,2,0.20528771384136846,51.0,0.6113585746102449,0.821,0.872,1.0,0.6,7.2,No,No,Middle,1.0,Yes,Salle 17,231.0,0.5333333333333333,1.0,0.11188588041397365,0.0978,61.916933638443936,1,0,1,0,False,False,False,False,True,False
ENSPD000959,Male,21.0,2,0.9860031104199066,1.0,0.6948775055679287,0.514,0.34299999999999997,0.0,0.3,7.9,No,No,Middle,2.0,Yes,Salle 23,177.0,0.29166666666666674,0.0,0.5834194610867395,0.0,61.453713527851455,1,0,1,0,False,False,True,False,False,False
ENSPD000960,Female,20.0,2,0.8102643856920683,12.0,0.532293986636971,0.5479999999999999,0.623,2.0,4.5,19.9,Yes,No,Middle,2.0,Yes,Salle 19,71.0,0.525,1.0,0.32205751562676954,0.3512,60.567119565217396,0,0,1,1,False,True,False,False,False,False
ENSPD000961,Male,20.0,2,0.7418351477449457,17.0,0.5556792873051225,0.941,0.9309999999999999,1.0,2.4,21.3,Yes,No,High,0.0,Yes,Salle 17,298.0,0.8055555555555556,1.0,0.18783345590678438,0.1668,61.36358885017421,1,0,1,1,False,False,False,True,False,False
ENSPD000962,Female,21.0,4,0.687402799377916,20.0,0.9443207126948776,0.5670000000000001,0.5970000000000001,0.0,1.5,12.4,Yes,No,Middle,1.0,Yes,Salle 23,173.0,0.6208333333333333,1.0,0.23655349821999747,0.0,61.453713527851455,0,0,1,1,False,False,True,False,False,False
ENSPD000963,Male,23.0,2,0.9999999999999999,0.0,0.5779510022271716,0.5970000000000001,0.5860000000000001,2.0,6.7,30.3,Yes,No,Middle,2.0,No,Salle 10,231.0,0.5097222222222222,1.0,0.3969769955175424,0.4,61.916933638443936,1,0,0,1,False,False,False,False,True,False
ENSPD000964,Male,24.0,3,0.8522550544323483,10.0,0.7360801781737194,0.599,0.8590000000000001,1.0,3.8,11.8,Yes,No,Low,1.0,Yes,Salle 7,130.0,0.7402777777777778,1.0,0.2385969142757737,0.181,61.93600823045268,1,0,1,1,False,False,False,False,False,False
ENSPD000965,Male,21.0,3,0.5520995334370139,29.0,0.7305122494432071,0.378,0.8370000000000001,2.0,0.4,5.2,Yes,No,Middle,1.0,Yes,Salle 30,130.0,0.5347222222222222,1.0,0.22914320931063584,0.2848,61.93600823045268,1,0,1,1,False,False,False,False,False,False
ENSPD000966,Male,20.0,2,0.39968895800933124,39.0,0.4131403118040089,0.723,0.8270000000000001,2.0,1.4,1.3,Yes,No,Low,0.0,No,Salle 6,231.0,0.5875,1.0,0.15863173413534162,0.2456,61.916933638443936,1,0,0,1,False,False,False,False,True,False
ENSPD000967,Female,23.0,4,0.7527216174183514,16.0,0.3017817371937639,0.502,0.588,2.0,1.3,10.7,Yes,No,Middle,1.0,Yes,Salle 9,230.0,0.37777777777777777,1.0,0.3967170649852374,0.3364,61.36358885017421,0,0,1,1,False,False,False,True,False,False
ENSPD000968,Male,20.0,3,0.7200622083981337,18.0,0.7472160356347438,0.615,0.773,0.0,3.7,22.2,No,Yes,Middle,1.0,Yes,Salle 30,263.0,0.6319444444444444,1.0,0.24204450205475428,0.0,61.36358885017421,1,1,1,0,False,False,False,True,False,False
ENSPD000969,Male,21.0,2,0.43701399688958,36.0,0.42873051224944325,0.7000000000000001,0.9390000000000001,1.0,0.3,9.0,No,No,Low,1.0,Yes,Salle 11,177.0,0.6166666666666666,1.0,0.16070977229933117,0.1276,61.453713527851455,1,0,1,0,False,False,True,False,False,False
ENSPD000970,Male,25.0,4,0.7091757387247278,19.0,0.33184855233853006,0.97,0.63,1.0,1.2,6.4,Yes,No,Low,1.0,Yes,Salle 12,173.0,0.5180555555555555,1.0,0.29094994077504177,0.1626,61.453713527851455,1,0,1,1,False,False,True,False,False,False
ENSPD000971,Female,24.0,2,0.6127527216174183,25.0,0.7817371937639199,0.383,0.559,1.0,2.0,10.5,No,No,Low,1.0,Yes,Salle 18,71.0,0.4125,1.0,0.3156484485511397,0.1502,60.567119565217396,0,0,1,0,False,True,False,False,False,False
ENSPD000972,Female,22.0,4,0.7216174183514773,18.0,0.4398663697104678,0.7759999999999999,0.886,0.0,1.4,11.5,Yes,No,Middle,1.0,Yes,Salle 6,173.0,0.5875,1.0,0.26152764086874636,0.0,61.453713527851455,0,0,1,1,False,False,True,False,False,False
ENSPD000973,Female,19.0,3,0.8553654743390359,9.0,0.48106904231625836,0.7759999999999999,1.0,1.0,4.6,21.2,Yes,Yes,Low,0.0,Yes,Salle 12,212.0,0.7930555555555554,1.0,0.22118046639031988,0.1814,61.916933638443936,0,1,1,1,False,False,False,False,True,False
ENSPD000974,Male,22.0,3,0.7231726283048211,0.0,0.9398663697104677,0.505,1.0,1.0,1.5,4.4,Yes,Yes,Low,0.0,Yes,Salle 11,154.0,0.7305555555555554,1.0,0.2065024117960871,0.16440000000000002,61.59497568881685,1,1,1,1,False,False,False,False,False,True
ENSPD000975,Male,24.0,4,0.8895800933125974,7.0,0.33296213808463254,0.728,0.5650000000000001,0.0,1.9,10.1,Yes,Yes,Middle,1.0,Yes,Salle 16,173.0,0.3902777777777777,1.0,0.4430370380412576,0.0,61.453713527851455,1,1,1,1,False,False,True,False,False,False
ENSPD000976,Male,21.0,4,0.5847589424572316,27.0,0.40089086859688206,0.9159999999999999,0.585,1.0,3.8,21.8,No,No,High,2.0,No,Salle 2,157.0,0.5486111111111112,1.0,0.23405574959181405,0.1466,61.800132802124836,1,0,0,0,True,False,False,False,False,False
ENSPD000977,Female,25.0,3,0.7884914463452567,14.0,0.5334075723830736,0.48200000000000004,0.434,2.0,2.7,14.0,Yes,Yes,Low,0.0,No,Salle 28,263.0,0.33472222222222214,0.0,0.44815602754960926,0.3456,61.36358885017421,0,1,0,1,False,False,False,True,False,False
ENSPD000978,Male,25.0,4,0.7325038880248832,17.0,0.5701559020044543,0.663,0.664,4.0,4.2,11.5,Yes,No,Low,1.0,Yes,Salle 18,178.0,0.5402777777777777,1.0,0.28754157823381565,0.6624,61.916933638443936,1,0,1,1,False,False,False,False,True,False
ENSPD000979,Male,25.0,2,0.47122861586314146,34.0,0.4610244988864143,0.693,0.425,1.0,4.5,20.9,Yes,Yes,Middle,2.0,No,Salle 23,71.0,0.4027777777777778,1.0,0.2650871867352832,0.132,60.567119565217396,1,1,0,1,False,True,False,False,False,False
ENSPD000980,Female,22.0,3,0.7947122861586314,13.0,0.4164810690423163,0.616,0.535,2.0,3.6,28.8,Yes,No,High,1.0,Yes,Salle 13,188.0,0.5347222222222222,1.0,0.3114638010092805,0.3472,61.800132802124836,0,0,1,1,True,False,False,False,False,False
ENSPD000981,Male,23.0,1,0.9999999999999999,0.0,0.8619153674832961,0.758,0.78,1.0,0.0,5.5,Yes,No,Middle,1.0,Yes,Salle 12,186.0,0.797222222222222,1.0,0.25737954901545623,0.2,61.916933638443936,1,0,1,1,False,False,False,False,True,False
ENSPD000982,Female,25.0,1,0.7262830482115087,18.0,0.6536748329621381,0.65,0.718,1.0,0.7,8.7,Yes,No,Middle,1.0,No,Salle 20,143.0,0.6180555555555556,1.0,0.249708553140393,0.1648,61.800132802124836,0,0,0,1,True,False,False,False,False,False
ENSPD000983,Male,23.0,4,0.4230171073094867,37.0,0.7082405345211581,0.7120000000000001,0.278,0.0,1.0,6.7,Yes,No,Middle,1.0,Yes,Salle 24,121.0,0.39861111111111114,1.0,0.2480192629537117,0.0,61.59497568881685,1,0,1,1,False,False,False,False,False,True
